FCET_type,MY,Age,MPkgH2,MPGGE,MPDGE,MJPKM
HD Port Drayage,2025,6,15,14.720314033366046,17.001962708537782,4.968082153760755
HD Transit Bus,2025,6,13.9,13.64082433758587,15.75515210991168,5.361239734274196
HD Other Drayage,2025,6,15,14.720314033366046,17.001962708537782,4.968082153760755
MD Package Delivery,2026,6,20,19.627085377821395,22.66928361138371,3.7260616153205666
HD Port Drayage,2026,6,15,14.720314033366046,17.001962708537782,4.968082153760755
HD Transit Bus,2026,6,13.9,13.64082433758587,15.75515210991168,5.361239734274196
HD Other Drayage,2026,6,15,14.720314033366046,17.001962708537782,4.968082153760755
MD Package Delivery,2027,6,20,19.627085377821395,22.66928361138371,3.7260616153205666
HD Port Drayage,2027,6,15,14.720314033366046,17.001962708537782,4.968082153760755
HD Transit Bus,2027,6,13.9,13.64082433758587,15.75515210991168,5.361239734274196
HD Other Drayage,2027,6,15,14.720314033366046,17.001962708537782,4.968082153760755
MD Package Delivery,2028,6,20,19.627085377821395,22.66928361138371,3.7260616153205666
HD Port Drayage,2028,6,15,14.720314033366046,17.001962708537782,4.968082153760755
HD Transit Bus,2028,6,13.9,13.64082433758587,15.75515210991168,5.361239734274196
HD Other Drayage,2028,6,15,14.720314033366046,17.001962708537782,4.968082153760755
MD Package Delivery,2029,6,20,19.627085377821395,22.66928361138371,3.7260616153205666
HD Port Drayage,2029,6,15,14.720314033366046,17.001962708537782,4.968082153760755
HD Transit Bus,2029,6,13.9,13.64082433758587,15.75515210991168,5.361239734274196
HD Other Drayage,2029,6,15,14.720314033366046,17.001962708537782,4.968082153760755
MD Package Delivery,2030,6,20,19.627085377821395,22.66928361138371,3.7260616153205666
HD Port Drayage,2030,6,15,14.720314033366046,17.001962708537782,4.968082153760755
HD Transit Bus,2030,6,13.9,13.64082433758587,15.75515210991168,5.361239734274196
HD Other Drayage,2030,6,15,14.720314033366046,17.001962708537782,4.968082153760755
MD Package Delivery,2018,7,20,19.627085377821395,22.66928361138371,3.7260616153205666
HD Port Drayage,2018,7,15,14.720314033366046,17.001962708537782,4.968082153760755
HD Transit Bus,2018,7,13.9,13.64082433758587,15.75515210991168,5.361239734274196
HD Other Drayage,2018,7,15,14.720314033366046,17.001962708537782,4.968082153760755
MD Package Delivery,2019,7,20,19.627085377821395,22.66928361138371,3.7260616153205666
HD Port Drayage,2019,7,15,14.720314033366046,17.001962708537782,4.968082153760755
HD Transit Bus,2019,7,13.9,13.64082433758587,15.75515210991168,5.361239734274196
HD Other Drayage,2019,7,15,14.720314033366046,17.001962708537782,4.968082153760755
MD Package Delivery,2020,7,20,19.627085377821395,22.66928361138371,3.7260616153205666
HD Port Drayage,2020,7,15,14.720314033366046,17.001962708537782,4.968082153760755
HD Transit Bus,2020,7,13.9,13.64082433758587,15.75515210991168,5.361239734274196
HD Other Drayage,2020,7,15,14.720314033366046,17.001962708537782,4.968082153760755
MD Package Delivery,2021,7,20,19.627085377821395,22.66928361138371,3.7260616153205666
HD Port Drayage,2021,7,15,14.720314033366046,17.001962708537782,4.968082153760755
HD Transit Bus,2021,7,13.9,13.64082433758587,15.75515210991168,5.361239734274196
HD Other Drayage,2021,7,15,14.720314033366046,17.001962708537782,4.968082153760755
MD Package Delivery,2022,7,20,19.627085377821395,22.66928361138371,3.7260616153205666
HD Port Drayage,2022,7,15,14.720314033366046,17.001962708537782,4.968082153760755
HD Transit Bus,2022,7,13.9,13.64082433758587,15.75515210991168,5.361239734274196
HD Other Drayage,2022,7,15,14.720314033366046,17.001962708537782,4.968082153760755
MD Package Delivery,2023,7,20,19.627085377821395,22.66928361138371,3.7260616153205666
HD Port Drayage,2023,7,15,14.720314033366046,17.001962708537782,4.968082153760755
HD Transit Bus,2023,7,13.9,13.64082433758587,15.75515210991168,5.361239734274196
HD Other Drayage,2023,7,15,14.720314033366046,17.001962708537782,4.968082153760755
MD Package Delivery,2024,7,20,19.627085377821395,22.66928361138371,3.7260616153205666
HD Port Drayage,2024,7,15,14.720314033366046,17.001962708537782,4.968082153760755
HD Transit Bus,2024,7,13.9,13.64082433758587,15.75515210991168,5.361239734274196
HD Other Drayage,2024,7,15,14.720314033366046,17.001962708537782,4.968082153760755
MD Package Delivery,2025,7,20,19.627085377821395,22.66928361138371,3.7260616153205666
HD Port Drayage,2025,7,15,14.720314033366046,17.001962708537782,4.968082153760755
HD Transit Bus,2025,7,13.9,13.64082433758587,15.75515210991168,5.361239734274196
HD Other Drayage,2025,7,15,14.720314033366046,17.001962708537782,4.968082153760755
MD Package Delivery,2026,7,20,19.627085377821395,22.66928361138371,3.7260616153205666
HD Port Drayage,2026,7,15,14.720314033366046,17.001962708537782,4.968082153760755
HD Transit Bus,2026,7,13.9,13.64082433758587,15.75515210991168,5.361239734274196
HD Other Drayage,2026,7,15,14.720314033366046,17.001962708537782,4.968082153760755
MD Package Delivery,2027,7,20,19.627085377821395,22.66928361138371,3.7260616153205666
HD Port Drayage,2027,7,15,14.720314033366046,17.001962708537782,4.968082153760755
HD Transit Bus,2027,7,13.9,13.64082433758587,15.75515210991168,5.361239734274196
HD Other Drayage,2027,7,15,14.720314033366046,17.001962708537782,4.968082153760755
MD Package Delivery,2028,7,20,19.627085377821395,22.66928361138371,3.7260616153205666
HD Port Drayage,2028,7,15,14.720314033366046,17.001962708537782,4.968082153760755
HD Transit Bus,2028,7,13.9,13.64082433758587,15.75515210991168,5.361239734274196
HD Other Drayage,2028,7,15,14.720314033366046,17.001962708537782,4.968082153760755
MD Package Delivery,2029,7,20,19.627085377821395,22.66928361138371,3.7260616153205666
HD Port Drayage,2029,7,15,14.720314033366046,17.001962708537782,4.968082153760755
HD Transit Bus,2029,7,13.9,13.64082433758587,15.75515210991168,5.361239734274196
HD Other Drayage,2029,7,15,14.720314033366046,17.001962708537782,4.968082153760755
MD Package Delivery,2030,7,20,19.627085377821395,22.66928361138371,3.7260616153205666
HD Port Drayage,2030,7,15,14.720314033366046,17.001962708537782,4.968082153760755
HD Transit Bus,2030,7,13.9,13.64082433758587,15.75515210991168,5.361239734274196
HD Other Drayage,2030,7,15,14.720314033366046,17.001962708537782,4.968082153760755
MD Package Delivery,2018,8,20,19.627085377821395,22.66928361138371,3.7260616153205666
HD Port Drayage,2018,8,15,14.720314033366046,17.001962708537782,4.968082153760755
HD Transit Bus,2018,8,13.9,13.64082433758587,15.75515210991168,5.361239734274196
HD Other Drayage,2018,8,15,14.720314033366046,17.001962708537782,4.968082153760755
MD Package Delivery,2019,8,20,19.627085377821395,22.66928361138371,3.7260616153205666
HD Port Drayage,2019,8,15,14.720314033366046,17.001962708537782,4.968082153760755
HD Transit Bus,2019,8,13.9,13.64082433758587,15.75515210991168,5.361239734274196
HD Other Drayage,2019,8,15,14.720314033366046,17.001962708537782,4.968082153760755
MD Package Delivery,2020,8,20,19.627085377821395,22.66928361138371,3.7260616153205666
HD Port Drayage,2020,8,15,14.720314033366046,17.001962708537782,4.968082153760755
HD Transit Bus,2020,8,13.9,13.64082433758587,15.75515210991168,5.361239734274196
HD Other Drayage,2020,8,15,14.720314033366046,17.001962708537782,4.968082153760755
MD Package Delivery,2021,8,20,19.627085377821395,22.66928361138371,3.7260616153205666
HD Port Drayage,2021,8,15,14.720314033366046,17.001962708537782,4.968082153760755
HD Transit Bus,2021,8,13.9,13.64082433758587,15.75515210991168,5.361239734274196
HD Other Drayage,2021,8,15,14.720314033366046,17.001962708537782,4.968082153760755
MD Package Delivery,2022,8,20,19.627085377821395,22.66928361138371,3.7260616153205666
HD Port Drayage,2022,8,15,14.720314033366046,17.001962708537782,4.968082153760755
HD Transit Bus,2022,8,13.9,13.64082433758587,15.75515210991168,5.361239734274196
HD Other Drayage,2022,8,15,14.720314033366046,17.001962708537782,4.968082153760755
MD Package Delivery,2023,8,20,19.627085377821395,22.66928361138371,3.7260616153205666
HD Port Drayage,2023,8,15,14.720314033366046,17.001962708537782,4.968082153760755
HD Transit Bus,2023,8,13.9,13.64082433758587,15.75515210991168,5.361239734274196
HD Other Drayage,2023,8,15,14.720314033366046,17.001962708537782,4.968082153760755
MD Package Delivery,2024,8,20,19.627085377821395,22.66928361138371,3.7260616153205666
HD Port Drayage,2024,8,15,14.720314033366046,17.001962708537782,4.968082153760755
HD Transit Bus,2024,8,13.9,13.64082433758587,15.75515210991168,5.361239734274196
HD Other Drayage,2024,8,15,14.720314033366046,17.001962708537782,4.968082153760755
MD Package Delivery,2025,8,20,19.627085377821395,22.66928361138371,3.7260616153205666
HD Port Drayage,2025,8,15,14.720314033366046,17.001962708537782,4.968082153760755
HD Transit Bus,2025,8,13.9,13.64082433758587,15.75515210991168,5.361239734274196
HD Other Drayage,2025,8,15,14.720314033366046,17.001962708537782,4.968082153760755
MD Package Delivery,2026,8,20,19.627085377821395,22.66928361138371,3.7260616153205666
HD Port Drayage,2026,8,15,14.720314033366046,17.001962708537782,4.968082153760755
HD Transit Bus,2026,8,13.9,13.64082433758587,15.75515210991168,5.361239734274196
HD Other Drayage,2026,8,15,14.720314033366046,17.001962708537782,4.968082153760755
MD Package Delivery,2027,8,20,19.627085377821395,22.66928361138371,3.7260616153205666
HD Port Drayage,2027,8,15,14.720314033366046,17.001962708537782,4.968082153760755
HD Transit Bus,2027,8,13.9,13.64082433758587,15.75515210991168,5.361239734274196
HD Other Drayage,2027,8,15,14.720314033366046,17.001962708537782,4.968082153760755
MD Package Delivery,2028,8,20,19.627085377821395,22.66928361138371,3.7260616153205666
HD Port Drayage,2028,8,15,14.720314033366046,17.001962708537782,4.968082153760755
HD Transit Bus,2028,8,13.9,13.64082433758587,15.75515210991168,5.361239734274196
HD Other Drayage,2028,8,15,14.720314033366046,17.001962708537782,4.968082153760755
MD Package Delivery,2029,8,20,19.627085377821395,22.66928361138371,3.7260616153205666
HD Port Drayage,2029,8,15,14.720314033366046,17.001962708537782,4.968082153760755
HD Transit Bus,2029,8,13.9,13.64082433758587,15.75515210991168,5.361239734274196
HD Other Drayage,2029,8,15,14.720314033366046,17.001962708537782,4.968082153760755
MD Package Delivery,2030,8,20,19.627085377821395,22.66928361138371,3.7260616153205666
HD Port Drayage,2030,8,15,14.720314033366046,17.001962708537782,4.968082153760755
HD Transit Bus,2030,8,13.9,13.64082433758587,15.75515210991168,5.361239734274196
HD Other Drayage,2030,8,15,14.720314033366046,17.001962708537782,4.968082153760755
MD Package Delivery,2018,9,20,19.627085377821395,22.66928361138371,3.7260616153205666
HD Port Drayage,2018,9,15,14.720314033366046,17.001962708537782,4.968082153760755
HD Transit Bus,2018,9,13.9,13.64082433758587,15.75515210991168,5.361239734274196
HD Other Drayage,2018,9,15,14.720314033366046,17.001962708537782,4.968082153760755
MD Package Delivery,2019,9,20,19.627085377821395,22.66928361138371,3.7260616153205666
HD Port Drayage,2019,9,15,14.720314033366046,17.001962708537782,4.968082153760755
HD Transit Bus,2019,9,13.9,13.64082433758587,15.75515210991168,5.361239734274196
HD Other Drayage,2019,9,15,14.720314033366046,17.001962708537782,4.968082153760755
MD Package Delivery,2020,9,20,19.627085377821395,22.66928361138371,3.7260616153205666
HD Port Drayage,2020,9,15,14.720314033366046,17.001962708537782,4.968082153760755
HD Transit Bus,2020,9,13.9,13.64082433758587,15.75515210991168,5.361239734274196
HD Other Drayage,2020,9,15,14.720314033366046,17.001962708537782,4.968082153760755
MD Package Delivery,2021,9,20,19.627085377821395,22.66928361138371,3.7260616153205666
HD Port Drayage,2021,9,15,14.720314033366046,17.001962708537782,4.968082153760755
HD Transit Bus,2021,9,13.9,13.64082433758587,15.75515210991168,5.361239734274196
HD Other Drayage,2021,9,15,14.720314033366046,17.001962708537782,4.968082153760755
MD Package Delivery,2022,9,20,19.627085377821395,22.66928361138371,3.7260616153205666
HD Port Drayage,2022,9,15,14.720314033366046,17.001962708537782,4.968082153760755
HD Transit Bus,2022,9,13.9,13.64082433758587,15.75515210991168,5.361239734274196
HD Other Drayage,2022,9,15,14.720314033366046,17.001962708537782,4.968082153760755
MD Package Delivery,2023,9,20,19.627085377821395,22.66928361138371,3.7260616153205666
HD Port Drayage,2023,9,15,14.720314033366046,17.001962708537782,4.968082153760755
HD Transit Bus,2023,9,13.9,13.64082433758587,15.75515210991168,5.361239734274196
HD Other Drayage,2023,9,15,14.720314033366046,17.001962708537782,4.968082153760755
MD Package Delivery,2024,9,20,19.627085377821395,22.66928361138371,3.7260616153205666
HD Port Drayage,2024,9,15,14.720314033366046,17.001962708537782,4.968082153760755
HD Transit Bus,2024,9,13.9,13.64082433758587,15.75515210991168,5.361239734274196
HD Other Drayage,2024,9,15,14.720314033366046,17.001962708537782,4.968082153760755
MD Package Delivery,2025,9,20,19.627085377821395,22.66928361138371,3.7260616153205666
HD Port Drayage,2025,9,15,14.720314033366046,17.001962708537782,4.968082153760755
HD Transit Bus,2025,9,13.9,13.64082433758587,15.75515210991168,5.361239734274196
HD Other Drayage,2025,9,15,14.720314033366046,17.001962708537782,4.968082153760755
MD Package Delivery,2026,9,20,19.627085377821395,22.66928361138371,3.7260616153205666
HD Port Drayage,2026,9,15,14.720314033366046,17.001962708537782,4.968082153760755
HD Transit Bus,2026,9,13.9,13.64082433758587,15.75515210991168,5.361239734274196
HD Other Drayage,2026,9,15,14.720314033366046,17.001962708537782,4.968082153760755
MD Package Delivery,2027,9,20,19.627085377821395,22.66928361138371,3.7260616153205666
HD Port Drayage,2027,9,15,14.720314033366046,17.001962708537782,4.968082153760755
HD Transit Bus,2027,9,13.9,13.64082433758587,15.75515210991168,5.361239734274196
HD Other Drayage,2027,9,15,14.720314033366046,17.001962708537782,4.968082153760755
MD Package Delivery,2028,9,20,19.627085377821395,22.66928361138371,3.7260616153205666
HD Port Drayage,2028,9,15,14.720314033366046,17.001962708537782,4.968082153760755
HD Transit Bus,2028,9,13.9,13.64082433758587,15.75515210991168,5.361239734274196
HD Other Drayage,2028,9,15,14.720314033366046,17.001962708537782,4.968082153760755
MD Package Delivery,2029,9,20,19.627085377821395,22.66928361138371,3.7260616153205666
HD Port Drayage,2029,9,15,14.720314033366046,17.001962708537782,4.968082153760755
HD Transit Bus,2029,9,13.9,13.64082433758587,15.75515210991168,5.361239734274196
HD Other Drayage,2029,9,15,14.720314033366046,17.001962708537782,4.968082153760755
MD Package Delivery,2030,9,20,19.627085377821395,22.66928361138371,3.7260616153205666
HD Port Drayage,2030,9,15,14.720314033366046,17.001962708537782,4.968082153760755
HD Transit Bus,2030,9,13.9,13.64082433758587,15.75515210991168,5.361239734274196
HD Other Drayage,2030,9,15,14.720314033366046,17.001962708537782,4.968082153760755
MD Package Delivery,2018,10,20,19.627085377821395,22.66928361138371,3.7260616153205666
HD Port Drayage,2018,10,15,14.720314033366046,17.001962708537782,4.968082153760755
HD Transit Bus,2018,10,13.9,13.64082433758587,15.75515210991168,5.361239734274196
HD Other Drayage,2018,10,15,14.720314033366046,17.001962708537782,4.968082153760755
MD Package Delivery,2019,10,20,19.627085377821395,22.66928361138371,3.7260616153205666
HD Port Drayage,2019,10,15,14.720314033366046,17.001962708537782,4.968082153760755
HD Transit Bus,2019,10,13.9,13.64082433758587,15.75515210991168,5.361239734274196
HD Other Drayage,2019,10,15,14.720314033366046,17.001962708537782,4.968082153760755
MD Package Delivery,2020,10,20,19.627085377821395,22.66928361138371,3.7260616153205666
HD Port Drayage,2020,10,15,14.720314033366046,17.001962708537782,4.968082153760755
HD Transit Bus,2020,10,13.9,13.64082433758587,15.75515210991168,5.361239734274196
HD Other Drayage,2020,10,15,14.720314033366046,17.001962708537782,4.968082153760755
MD Package Delivery,2021,10,20,19.627085377821395,22.66928361138371,3.7260616153205666
HD Port Drayage,2021,10,15,14.720314033366046,17.001962708537782,4.968082153760755
HD Transit Bus,2021,10,13.9,13.64082433758587,15.75515210991168,5.361239734274196
HD Other Drayage,2021,10,15,14.720314033366046,17.001962708537782,4.968082153760755
MD Package Delivery,2022,10,20,19.627085377821395,22.66928361138371,3.7260616153205666
HD Port Drayage,2022,10,15,14.720314033366046,17.001962708537782,4.968082153760755
HD Transit Bus,2022,10,13.9,13.64082433758587,15.75515210991168,5.361239734274196
HD Other Drayage,2022,10,15,14.720314033366046,17.001962708537782,4.968082153760755
MD Package Delivery,2023,10,20,19.627085377821395,22.66928361138371,3.7260616153205666
HD Port Drayage,2023,10,15,14.720314033366046,17.001962708537782,4.968082153760755
HD Transit Bus,2023,10,13.9,13.64082433758587,15.75515210991168,5.361239734274196
HD Other Drayage,2023,10,15,14.720314033366046,17.001962708537782,4.968082153760755
MD Package Delivery,2024,10,20,19.627085377821395,22.66928361138371,3.7260616153205666
HD Port Drayage,2024,10,15,14.720314033366046,17.001962708537782,4.968082153760755
HD Transit Bus,2024,10,13.9,13.64082433758587,15.75515210991168,5.361239734274196
HD Other Drayage,2024,10,15,14.720314033366046,17.001962708537782,4.968082153760755
MD Package Delivery,2025,10,20,19.627085377821395,22.66928361138371,3.7260616153205666
HD Port Drayage,2025,10,15,14.720314033366046,17.001962708537782,4.968082153760755
HD Transit Bus,2025,10,13.9,13.64082433758587,15.75515210991168,5.361239734274196
HD Other Drayage,2025,10,15,14.720314033366046,17.001962708537782,4.968082153760755
MD Package Delivery,2026,10,20,19.627085377821395,22.66928361138371,3.7260616153205666
HD Port Drayage,2026,10,15,14.720314033366046,17.001962708537782,4.968082153760755
HD Transit Bus,2026,10,13.9,13.64082433758587,15.75515210991168,5.361239734274196
HD Other Drayage,2026,10,15,14.720314033366046,17.001962708537782,4.968082153760755
MD Package Delivery,2027,10,20,19.627085377821395,22.66928361138371,3.7260616153205666
HD Port Drayage,2027,10,15,14.720314033366046,17.001962708537782,4.968082153760755
HD Transit Bus,2027,10,13.9,13.64082433758587,15.75515210991168,5.361239734274196
HD Other Drayage,2027,10,15,14.720314033366046,17.001962708537782,4.968082153760755
MD Package Delivery,2028,10,20,19.627085377821395,22.66928361138371,3.7260616153205666
HD Port Drayage,2028,10,15,14.720314033366046,17.001962708537782,4.968082153760755
HD Transit Bus,2028,10,13.9,13.64082433758587,15.75515210991168,5.361239734274196
HD Other Drayage,2028,10,15,14.720314033366046,17.001962708537782,4.968082153760755
MD Package Delivery,2029,10,20,19.627085377821395,22.66928361138371,3.7260616153205666
HD Port Drayage,2029,10,15,14.720314033366046,17.001962708537782,4.968082153760755
HD Transit Bus,2029,10,13.9,13.64082433758587,15.75515210991168,5.361239734274196
HD Other Drayage,2029,10,15,14.720314033366046,17.001962708537782,4.968082153760755
MD Package Delivery,2030,10,20,19.627085377821395,22.66928361138371,3.7260616153205666
HD Port Drayage,2030,10,15,14.720314033366046,17.001962708537782,4.968082153760755
HD Transit Bus,2030,10,13.9,13.64082433758587,15.75515210991168,5.361239734274196
HD Other Drayage,2030,10,15,14.720314033366046,17.001962708537782,4.968082153760755
MD Package Delivery,2018,11,20,19.627085377821395,22.66928361138371,3.7260616153205666
HD Port Drayage,2018,11,15,14.720314033366046,17.001962708537782,4.968082153760755
HD Transit Bus,2018,11,13.9,13.64082433758587,15.75515210991168,5.361239734274196
HD Other Drayage,2018,11,15,14.720314033366046,17.001962708537782,4.968082153760755
MD Package Delivery,2019,11,20,19.627085377821395,22.66928361138371,3.7260616153205666
HD Port Drayage,2019,11,15,14.720314033366046,17.001962708537782,4.968082153760755
HD Transit Bus,2019,11,13.9,13.64082433758587,15.75515210991168,5.361239734274196
HD Other Drayage,2019,11,15,14.720314033366046,17.001962708537782,4.968082153760755
MD Package Delivery,2020,11,20,19.627085377821395,22.66928361138371,3.7260616153205666
HD Port Drayage,2020,11,15,14.720314033366046,17.001962708537782,4.968082153760755
HD Transit Bus,2020,11,13.9,13.64082433758587,15.75515210991168,5.361239734274196
HD Other Drayage,2020,11,15,14.720314033366046,17.001962708537782,4.968082153760755
MD Package Delivery,2021,11,20,19.627085377821395,22.66928361138371,3.7260616153205666
HD Port Drayage,2021,11,15,14.720314033366046,17.001962708537782,4.968082153760755
HD Transit Bus,2021,11,13.9,13.64082433758587,15.75515210991168,5.361239734274196
HD Other Drayage,2021,11,15,14.720314033366046,17.001962708537782,4.968082153760755
MD Package Delivery,2022,11,20,19.627085377821395,22.66928361138371,3.7260616153205666
HD Port Drayage,2022,11,15,14.720314033366046,17.001962708537782,4.968082153760755
HD Transit Bus,2022,11,13.9,13.64082433758587,15.75515210991168,5.361239734274196
HD Other Drayage,2022,11,15,14.720314033366046,17.001962708537782,4.968082153760755
MD Package Delivery,2023,11,20,19.627085377821395,22.66928361138371,3.7260616153205666
HD Port Drayage,2023,11,15,14.720314033366046,17.001962708537782,4.968082153760755
HD Transit Bus,2023,11,13.9,13.64082433758587,15.75515210991168,5.361239734274196
HD Other Drayage,2023,11,15,14.720314033366046,17.001962708537782,4.968082153760755
MD Package Delivery,2024,11,20,19.627085377821395,22.66928361138371,3.7260616153205666
HD Port Drayage,2024,11,15,14.720314033366046,17.001962708537782,4.968082153760755
HD Transit Bus,2024,11,13.9,13.64082433758587,15.75515210991168,5.361239734274196
HD Other Drayage,2024,11,15,14.720314033366046,17.001962708537782,4.968082153760755
MD Package Delivery,2025,11,20,19.627085377821395,22.66928361138371,3.7260616153205666
HD Port Drayage,2025,11,15,14.720314033366046,17.001962708537782,4.968082153760755
HD Transit Bus,2025,11,13.9,13.64082433758587,15.75515210991168,5.361239734274196
HD Other Drayage,2025,11,15,14.720314033366046,17.001962708537782,4.968082153760755
MD Package Delivery,2026,11,20,19.627085377821395,22.66928361138371,3.7260616153205666
HD Port Drayage,2026,11,15,14.720314033366046,17.001962708537782,4.968082153760755
HD Transit Bus,2026,11,13.9,13.64082433758587,15.75515210991168,5.361239734274196
HD Other Drayage,2026,11,15,14.720314033366046,17.001962708537782,4.968082153760755
MD Package Delivery,2027,11,20,19.627085377821395,22.66928361138371,3.7260616153205666
HD Port Drayage,2027,11,15,14.720314033366046,17.001962708537782,4.968082153760755
HD Transit Bus,2027,11,13.9,13.64082433758587,15.75515210991168,5.361239734274196
HD Other Drayage,2027,11,15,14.720314033366046,17.001962708537782,4.968082153760755
MD Package Delivery,2028,11,20,19.627085377821395,22.66928361138371,3.7260616153205666
HD Port Drayage,2028,11,15,14.720314033366046,17.001962708537782,4.968082153760755
HD Transit Bus,2028,11,13.9,13.64082433758587,15.75515210991168,5.361239734274196
HD Other Drayage,2028,11,15,14.720314033366046,17.001962708537782,4.968082153760755
MD Package Delivery,2029,11,20,19.627085377821395,22.66928361138371,3.7260616153205666
HD Port Drayage,2029,11,15,14.720314033366046,17.001962708537782,4.968082153760755
HD Transit Bus,2029,11,13.9,13.64082433758587,15.75515210991168,5.361239734274196
HD Other Drayage,2029,11,15,14.720314033366046,17.001962708537782,4.968082153760755
MD Package Delivery,2030,11,20,19.627085377821395,22.66928361138371,3.7260616153205666
HD Port Drayage,2030,11,15,14.720314033366046,17.001962708537782,4.968082153760755
HD Transit Bus,2030,11,13.9,13.64082433758587,15.75515210991168,5.361239734274196
HD Other Drayage,2030,11,15,14.720314033366046,17.001962708537782,4.968082153760755
MD Package Delivery,2018,12,20,19.627085377821395,22.66928361138371,3.7260616153205666
HD Port Drayage,2018,12,15,14.720314033366046,17.001962708537782,4.968082153760755
HD Transit Bus,2018,12,13.9,13.64082433758587,15.75515210991168,5.361239734274196
HD Other Drayage,2018,12,15,14.720314033366046,17.001962708537782,4.968082153760755
MD Package Delivery,2019,12,20,19.627085377821395,22.66928361138371,3.7260616153205666
HD Port Drayage,2019,12,15,14.720314033366046,17.001962708537782,4.968082153760755
HD Transit Bus,2019,12,13.9,13.64082433758587,15.75515210991168,5.361239734274196
HD Other Drayage,2019,12,15,14.720314033366046,17.001962708537782,4.968082153760755
MD Package Delivery,2020,12,20,19.627085377821395,22.66928361138371,3.7260616153205666
HD Port Drayage,2020,12,15,14.720314033366046,17.001962708537782,4.968082153760755
HD Transit Bus,2020,12,13.9,13.64082433758587,15.75515210991168,5.361239734274196
HD Other Drayage,2020,12,15,14.720314033366046,17.001962708537782,4.968082153760755
MD Package Delivery,2021,12,20,19.627085377821395,22.66928361138371,3.7260616153205666
HD Port Drayage,2021,12,15,14.720314033366046,17.001962708537782,4.968082153760755
HD Transit Bus,2021,12,13.9,13.64082433758587,15.75515210991168,5.361239734274196
HD Other Drayage,2021,12,15,14.720314033366046,17.001962708537782,4.968082153760755
MD Package Delivery,2022,12,20,19.627085377821395,22.66928361138371,3.7260616153205666
HD Port Drayage,2022,12,15,14.720314033366046,17.001962708537782,4.968082153760755
HD Transit Bus,2022,12,13.9,13.64082433758587,15.75515210991168,5.361239734274196
HD Other Drayage,2022,12,15,14.720314033366046,17.001962708537782,4.968082153760755
MD Package Delivery,2023,12,20,19.627085377821395,22.66928361138371,3.7260616153205666
HD Port Drayage,2023,12,15,14.720314033366046,17.001962708537782,4.968082153760755
HD Transit Bus,2023,12,13.9,13.64082433758587,15.75515210991168,5.361239734274196
HD Other Drayage,2023,12,15,14.720314033366046,17.001962708537782,4.968082153760755
MD Package Delivery,2024,12,20,19.627085377821395,22.66928361138371,3.7260616153205666
HD Port Drayage,2024,12,15,14.720314033366046,17.001962708537782,4.968082153760755
HD Transit Bus,2024,12,13.9,13.64082433758587,15.75515210991168,5.361239734274196
HD Other Drayage,2024,12,15,14.720314033366046,17.001962708537782,4.968082153760755
MD Package Delivery,2025,12,20,19.627085377821395,22.66928361138371,3.7260616153205666
HD Port Drayage,2025,12,15,14.720314033366046,17.001962708537782,4.968082153760755
HD Transit Bus,2025,12,13.9,13.64082433758587,15.75515210991168,5.361239734274196
HD Other Drayage,2025,12,15,14.720314033366046,17.001962708537782,4.968082153760755
MD Package Delivery,2026,12,20,19.627085377821395,22.66928361138371,3.7260616153205666
HD Port Drayage,2026,12,15,14.720314033366046,17.001962708537782,4.968082153760755
HD Transit Bus,2026,12,13.9,13.64082433758587,15.75515210991168,5.361239734274196
HD Other Drayage,2026,12,15,14.720314033366046,17.001962708537782,4.968082153760755
MD Package Delivery,2027,12,20,19.627085377821395,22.66928361138371,3.7260616153205666
HD Port Drayage,2027,12,15,14.720314033366046,17.001962708537782,4.968082153760755
HD Transit Bus,2027,12,13.9,13.64082433758587,15.75515210991168,5.361239734274196
HD Other Drayage,2027,12,15,14.720314033366046,17.001962708537782,4.968082153760755
MD Package Delivery,2028,12,20,19.627085377821395,22.66928361138371,3.7260616153205666
HD Port Drayage,2028,12,15,14.720314033366046,17.001962708537782,4.968082153760755
HD Transit Bus,2028,12,13.9,13.64082433758587,15.75515210991168,5.361239734274196
HD Other Drayage,2028,12,15,14.720314033366046,17.001962708537782,4.968082153760755
MD Package Delivery,2029,12,20,19.627085377821395,22.66928361138371,3.7260616153205666
HD Port Drayage,2029,12,15,14.720314033366046,17.001962708537782,4.968082153760755
HD Transit Bus,2029,12,13.9,13.64082433758587,15.75515210991168,5.361239734274196
HD Other Drayage,2029,12,15,14.720314033366046,17.001962708537782,4.968082153760755
MD Package Delivery,2030,12,20,19.627085377821395,22.66928361138371,3.7260616153205666
HD Port Drayage,2030,12,15,14.720314033366046,17.001962708537782,4.968082153760755
HD Transit Bus,2030,12,13.9,13.64082433758587,15.75515210991168,5.361239734274196
HD Other Drayage,2030,12,15,14.720314033366046,17.001962708537782,4.968082153760755
MD Package Delivery,2018,13,20,19.627085377821395,22.66928361138371,3.7260616153205666
HD Port Drayage,2018,13,15,14.720314033366046,17.001962708537782,4.968082153760755
HD Transit Bus,2018,13,13.9,13.64082433758587,15.75515210991168,5.361239734274196
HD Other Drayage,2018,13,15,14.720314033366046,17.001962708537782,4.968082153760755
MD Package Delivery,2019,13,20,19.627085377821395,22.66928361138371,3.7260616153205666
HD Port Drayage,2019,13,15,14.720314033366046,17.001962708537782,4.968082153760755
HD Transit Bus,2019,13,13.9,13.64082433758587,15.75515210991168,5.361239734274196
