"CY","zip","Daily.kgH2","country"
2027,92704,464.028776978417,"USA"
2028,92704,625.89928057554,"USA"
2029,92704,809.352517985611,"USA"
2030,92704,992.805755395683,"USA"
2018,92805,0,"USA"
2019,92805,0,"USA"
2020,92805,0,"USA"
2021,92805,0,"USA"
2022,92805,15,"USA"
2023,92805,52.5,"USA"
2024,92805,97.5,"USA"
2025,92805,150,"USA"
2026,92805,210,"USA"
2027,92805,277.5,"USA"
2028,92805,352.5,"USA"
2029,92805,427.5,"USA"
2030,92805,510,"USA"
2018,92831,0,"USA"
2019,92831,0,"USA"
2020,92831,0,"USA"
2021,92831,0,"USA"
2022,92831,15,"USA"
2023,92831,52.5,"USA"
2024,92831,97.5,"USA"
2025,92831,150,"USA"
2026,92831,210,"USA"
2027,92831,277.5,"USA"
2028,92831,352.5,"USA"
2029,92831,427.5,"USA"
2030,92831,510,"USA"
2018,92843,0,"USA"
2019,92843,0,"USA"
2020,92843,0,"USA"
2021,92843,0,"USA"
2022,92843,0,"USA"
2023,92843,21.5827338129496,"USA"
2024,92843,118.705035971223,"USA"
2025,92843,183.453237410072,"USA"
2026,92843,312.94964028777,"USA"
2027,92843,464.028776978417,"USA"
2028,92843,625.89928057554,"USA"
2029,92843,809.352517985611,"USA"
2030,92843,992.805755395683,"USA"
2018,92879,0,"USA"
2019,92879,20,"USA"
2020,92879,50,"USA"
2021,92879,100,"USA"
2022,92879,160,"USA"
2023,92879,240,"USA"
2024,92879,340,"USA"
2025,92879,440,"USA"
2026,92879,570,"USA"
2027,92879,710,"USA"
2028,92879,870,"USA"
2029,92879,1040,"USA"
2030,92879,1160,"USA"
2018,93003,0,"USA"
2019,93003,0,"USA"
2020,93003,0,"USA"
2021,93003,0,"USA"
2022,93003,15,"USA"
2023,93003,52.5,"USA"
2024,93003,97.5,"USA"
2025,93003,150,"USA"
2026,93003,210,"USA"
2027,93003,277.5,"USA"
2028,93003,352.5,"USA"
2029,93003,427.5,"USA"
2030,93003,510,"USA"
2018,93036,0,"USA"
2019,93036,0,"USA"
2020,93036,0,"USA"
2021,93036,0,"USA"
2022,93036,15,"USA"
2023,93036,52.5,"USA"
2024,93036,97.5,"USA"
2025,93036,150,"USA"
2026,93036,210,"USA"
2027,93036,277.5,"USA"
2028,93036,352.5,"USA"
2029,93036,427.5,"USA"
2030,93036,510,"USA"
2018,93041,40,"USA"
2019,93041,40,"USA"
2020,93041,40,"USA"
2021,93041,710,"USA"
2022,93041,1580,"USA"
2023,93041,2650,"USA"
2024,93041,3910,"USA"
2025,93041,5370,"USA"
2026,93041,7020,"USA"
2027,93041,8880,"USA"
2028,93041,10910,"USA"
2029,93041,13130,"USA"
2030,93041,15500,"USA"
2018,93101,0,"USA"
2019,93101,0,"USA"
2020,93101,0,"USA"
2021,93101,0,"USA"
2022,93101,0,"USA"
2023,93101,21.5827338129496,"USA"
2024,93101,118.705035971223,"USA"
2025,93101,183.453237410072,"USA"
2026,93101,312.94964028777,"USA"
2027,93101,464.028776978417,"USA"
2028,93101,625.89928057554,"USA"
2029,93101,809.352517985611,"USA"
2030,93101,992.805755395683,"USA"
2018,93117,0,"USA"
2019,93117,0,"USA"
2020,93117,0,"USA"
2021,93117,0,"USA"
2022,93117,30,"USA"
2023,93117,105,"USA"
2024,93117,195,"USA"
2025,93117,300,"USA"
2026,93117,420,"USA"
2027,93117,555,"USA"
2028,93117,705,"USA"
2029,93117,855,"USA"
2030,93117,1020,"USA"
2018,93277,0,"USA"
2019,93277,0,"USA"
2020,93277,0,"USA"
2021,93277,0,"USA"
2022,93277,15,"USA"
2023,93277,52.5,"USA"
2024,93277,97.5,"USA"
2025,93277,150,"USA"
2026,93277,210,"USA"
2027,93277,277.5,"USA"
2028,93277,352.5,"USA"
2029,93277,427.5,"USA"
2030,93277,510,"USA"
2018,93291,0,"USA"
2019,93291,0,"USA"
2020,93291,0,"USA"
2021,93291,0,"USA"
2022,93291,15,"USA"
2023,93291,52.5,"USA"
2024,93291,97.5,"USA"
2025,93291,150,"USA"
2026,93291,210,"USA"
2027,93291,277.5,"USA"
2028,93291,352.5,"USA"
2029,93291,427.5,"USA"
2030,93291,510,"USA"
2018,93308,0,"USA"
2019,93308,0,"USA"
2020,93308,0,"USA"
2021,93308,0,"USA"
2022,93308,30,"USA"
2023,93308,105,"USA"
2024,93308,195,"USA"
2025,93308,300,"USA"
2026,93308,420,"USA"
2027,93308,555,"USA"
2028,93308,705,"USA"
2029,93308,855,"USA"
2030,93308,1020,"USA"
2018,93401,0,"USA"
2019,93401,0,"USA"
2020,93401,0,"USA"
2021,93401,0,"USA"
2022,93401,30,"USA"
2023,93401,105,"USA"
2024,93401,195,"USA"
2025,93401,300,"USA"
2026,93401,420,"USA"
2027,93401,555,"USA"
2028,93401,705,"USA"
2029,93401,855,"USA"
2030,93401,1020,"USA"
2018,93455,0,"USA"
2019,93455,0,"USA"
2020,93455,0,"USA"
2021,93455,0,"USA"
2022,93455,30,"USA"
2023,93455,105,"USA"
2024,93455,195,"USA"
2025,93455,300,"USA"
2026,93455,420,"USA"
2027,93455,555,"USA"
2028,93455,705,"USA"
2029,93455,855,"USA"
2030,93455,1020,"USA"
2018,93501,0,"USA"
2019,93501,0,"USA"
2020,93501,0,"USA"
2021,93501,0,"USA"
2022,93501,15,"USA"
2023,93501,52.5,"USA"
2024,93501,97.5,"USA"
2025,93501,150,"USA"
2026,93501,210,"USA"
2027,93501,277.5,"USA"
2028,93501,352.5,"USA"
2029,93501,427.5,"USA"
2030,93501,510,"USA"
2018,93514,0,"USA"
2019,93514,0,"USA"
2020,93514,0,"USA"
2021,93514,0,"USA"
2022,93514,15,"USA"
2023,93514,52.5,"USA"
2024,93514,97.5,"USA"
2025,93514,150,"USA"
2026,93514,210,"USA"
2027,93514,277.5,"USA"
2028,93514,352.5,"USA"
2029,93514,427.5,"USA"
2030,93514,510,"USA"
2018,93534,0,"USA"
2019,93534,0,"USA"
2020,93534,0,"USA"
2021,93534,0,"USA"
2022,93534,15,"USA"
2023,93534,52.5,"USA"
2024,93534,97.5,"USA"
2025,93534,150,"USA"
2026,93534,210,"USA"
2027,93534,277.5,"USA"
2028,93534,352.5,"USA"
2029,93534,427.5,"USA"
2030,93534,510,"USA"
2018,93535,0,"USA"
2019,93535,0,"USA"
2020,93535,0,"USA"
2021,93535,0,"USA"
2022,93535,15,"USA"
2023,93535,52.5,"USA"
2024,93535,97.5,"USA"
2025,93535,150,"USA"
2026,93535,210,"USA"
2027,93535,277.5,"USA"
2028,93535,352.5,"USA"
2029,93535,427.5,"USA"
2030,93535,510,"USA"
2018,93555,0,"USA"
2019,93555,0,"USA"
2020,93555,0,"USA"
2021,93555,0,"USA"
2022,93555,30,"USA"
2023,93555,105,"USA"
2024,93555,195,"USA"
2025,93555,300,"USA"
2026,93555,420,"USA"
2027,93555,555,"USA"
2028,93555,705,"USA"
2029,93555,855,"USA"
2030,93555,1020,"USA"
2018,93612,0,"USA"
2019,93612,0,"USA"
2020,93612,0,"USA"
2021,93612,0,"USA"
2022,93612,15,"USA"
2023,93612,52.5,"USA"
2024,93612,97.5,"USA"
2025,93612,150,"USA"
2026,93612,210,"USA"
2027,93612,277.5,"USA"
2028,93612,352.5,"USA"
2029,93612,427.5,"USA"
2030,93612,510,"USA"
2018,93706,0,"USA"
2019,93706,0,"USA"
2020,93706,0,"USA"
2021,93706,0,"USA"
2022,93706,0,"USA"
2023,93706,21.5827338129496,"USA"
2024,93706,118.705035971223,"USA"
2025,93706,183.453237410072,"USA"
2026,93706,312.94964028777,"USA"
2027,93706,464.028776978417,"USA"
2028,93706,625.89928057554,"USA"
2029,93706,809.352517985611,"USA"
2030,93706,992.805755395683,"USA"
2018,93727,0,"USA"
2019,93727,20,"USA"
2020,93727,50,"USA"
2021,93727,100,"USA"
2022,93727,160,"USA"
2023,93727,240,"USA"
2024,93727,340,"USA"
2025,93727,440,"USA"
2026,93727,570,"USA"
2027,93727,710,"USA"
2028,93727,870,"USA"
2029,93727,1000,"USA"
2030,93727,960,"USA"
2018,93728,0,"USA"
2019,93728,0,"USA"
2020,93728,0,"USA"
2021,93728,0,"USA"
2022,93728,15,"USA"
2023,93728,52.5,"USA"
2024,93728,97.5,"USA"
2025,93728,150,"USA"
2026,93728,210,"USA"
2027,93728,277.5,"USA"
2028,93728,352.5,"USA"
2029,93728,427.5,"USA"
2030,93728,510,"USA"
2018,93907,0,"USA"
2019,93907,0,"USA"
2020,93907,0,"USA"
2021,93907,0,"USA"
2022,93907,15,"USA"
2023,93907,52.5,"USA"
2024,93907,97.5,"USA"
2025,93907,150,"USA"
2026,93907,210,"USA"
2027,93907,277.5,"USA"
2028,93907,352.5,"USA"
2029,93907,427.5,"USA"
2030,93907,510,"USA"
2018,93940,0,"USA"
2019,93940,0,"USA"
2020,93940,0,"USA"
2021,93940,0,"USA"
2022,93940,30,"USA"
2023,93940,126.58273381295,"USA"
2024,93940,313.705035971223,"USA"
2025,93940,483.453237410072,"USA"
2026,93940,732.94964028777,"USA"
2027,93940,1019.02877697842,"USA"
2028,93940,1330.89928057554,"USA"
2029,93940,1664.35251798561,"USA"
2030,93940,2012.80575539568,"USA"
2018,94025,0,"USA"
2019,94025,0,"USA"
2020,94025,0,"USA"
2021,94025,0,"USA"
2022,94025,30,"USA"
2023,94025,105,"USA"
2024,94025,195,"USA"
2025,94025,300,"USA"
2026,94025,420,"USA"
2027,94025,555,"USA"
2028,94025,705,"USA"
2029,94025,855,"USA"
2030,94025,1020,"USA"
2018,94043,0,"USA"
2019,94043,0,"USA"
2020,94043,0,"USA"
2021,94043,0,"USA"
2022,94043,0,"USA"
2023,94043,21.5827338129496,"USA"
2024,94043,118.705035971223,"USA"
2025,94043,183.453237410072,"USA"
2026,94043,312.94964028777,"USA"
2027,94043,464.028776978417,"USA"
2028,94043,625.89928057554,"USA"
2029,94043,809.352517985611,"USA"
2030,94043,992.805755395683,"USA"
2018,94063,40,"USA"
2019,94063,40,"USA"
2020,94063,40,"USA"
2021,94063,710,"USA"
2022,94063,1580,"USA"
2023,94063,2650,"USA"
2024,94063,3910,"USA"
2025,94063,5370,"USA"
2026,94063,7020,"USA"
2027,94063,8880,"USA"
2028,94063,10910,"USA"
2029,94063,13130,"USA"
2030,94063,15500,"USA"
2018,94070,0,"USA"
2019,94070,0,"USA"
2020,94070,0,"USA"
2021,94070,0,"USA"
2022,94070,0,"USA"
2023,94070,1230.21582733813,"USA"
2024,94070,1316.54676258993,"USA"
2025,94070,1370.5035971223,"USA"
2026,94070,1478.41726618705,"USA"
2027,94070,1467.62589928058,"USA"
2028,94070,1478.41726618705,"USA"
2029,94070,1478.41726618705,"USA"
2030,94070,1467.62589928058,"USA"
2018,94080,0,"USA"
2019,94080,20,"USA"
2020,94080,50,"USA"
2021,94080,100,"USA"
2022,94080,1279.92805755396,"USA"
2023,94080,1920.53956834532,"USA"
2024,94080,2196.87050359712,"USA"
2025,94080,2445.03597122302,"USA"
2026,94080,2813.74100719424,"USA"
2027,94080,3218.23741007194,"USA"
2028,94080,3614.56834532374,"USA"
2029,94080,3883.77697841727,"USA"
2030,94080,4008.77697841727,"USA"
2018,94085,0,"USA"
2019,94085,20,"USA"
2020,94085,50,"USA"
2021,94085,100,"USA"
2022,94085,160,"USA"
2023,94085,240,"USA"
2024,94085,340,"USA"
2025,94085,440,"USA"
2026,94085,570,"USA"
2027,94085,710,"USA"
2028,94085,870,"USA"
2029,94085,1040,"USA"
2030,94085,1160,"USA"
2018,94089,0,"USA"
2019,94089,0,"USA"
2020,94089,0,"USA"
2021,94089,0,"USA"
2022,94089,30,"USA"
2023,94089,105,"USA"
2024,94089,195,"USA"
2025,94089,300,"USA"
2026,94089,420,"USA"
2027,94089,555,"USA"
2028,94089,705,"USA"
2029,94089,855,"USA"
2030,94089,1020,"USA"
2018,94103,0,"USA"
2019,94103,0,"USA"
2020,94103,0,"USA"
2021,94103,0,"USA"
2022,94103,15,"USA"
2023,94103,52.5,"USA"
2024,94103,97.5,"USA"
2025,94103,150,"USA"
2026,94103,210,"USA"
2027,94103,277.5,"USA"
2028,94103,352.5,"USA"
2029,94103,427.5,"USA"
2030,94103,510,"USA"
2018,94104,0,"USA"
2019,94104,0,"USA"
2020,94104,0,"USA"
2021,94104,0,"USA"
2022,94104,15,"USA"
2023,94104,52.5,"USA"
2024,94104,97.5,"USA"
2025,94104,150,"USA"
2026,94104,210,"USA"
2027,94104,277.5,"USA"
2028,94104,352.5,"USA"
2029,94104,427.5,"USA"
2030,94104,510,"USA"
2018,94107,0,"USA"
2019,94107,0,"USA"
2020,94107,0,"USA"
2021,94107,528.776978417266,"USA"
2022,94107,528.776978417266,"USA"
2023,94107,517.985611510791,"USA"
2024,94107,528.776978417266,"USA"
2025,94107,517.985611510791,"USA"
2026,94107,528.776978417266,"USA"
2027,94107,517.985611510791,"USA"
2028,94107,528.776978417266,"USA"
2029,94107,517.985611510791,"USA"
2030,94107,517.985611510791,"USA"
2018,94124,40,"USA"
2019,94124,40,"USA"
2020,94124,40,"USA"
2021,94124,710,"USA"
2022,94124,1595,"USA"
2023,94124,2702.5,"USA"
2024,94124,4007.5,"USA"
2025,94124,5520,"USA"
2026,94124,7230,"USA"
2027,94124,9157.5,"USA"
2028,94124,11262.5,"USA"
2029,94124,13557.5,"USA"
2030,94124,16010,"USA"
2018,94518,0,"USA"
2019,94518,20,"USA"
2020,94518,50,"USA"
2021,94518,100,"USA"
2022,94518,160,"USA"
2023,94518,240,"USA"
2024,94518,340,"USA"
2025,94518,440,"USA"
2026,94518,570,"USA"
2027,94518,710,"USA"
2028,94518,870,"USA"
2029,94518,1040,"USA"
2030,94518,1160,"USA"
2018,94520,0,"USA"
2019,94520,60,"USA"
2020,94520,150,"USA"
2021,94520,300,"USA"
2022,94520,495,"USA"
2023,94520,772.5,"USA"
2024,94520,1117.5,"USA"
2025,94520,1470,"USA"
2026,94520,1920,"USA"
2027,94520,2407.5,"USA"
2028,94520,2962.5,"USA"
2029,94520,3547.5,"USA"
2030,94520,3990,"USA"
2018,94534,0,"USA"
2019,94534,0,"USA"
2020,94534,0,"USA"
2021,94534,0,"USA"
2022,94534,15,"USA"
2023,94534,52.5,"USA"
2024,94534,97.5,"USA"
2025,94534,150,"USA"
2026,94534,210,"USA"
2027,94534,277.5,"USA"
2028,94534,352.5,"USA"
2029,94534,427.5,"USA"
2030,94534,510,"USA"
2018,94538,0,"USA"
2019,94538,20,"USA"
2020,94538,50,"USA"
2021,94538,100,"USA"
2022,94538,160,"USA"
2023,94538,240,"USA"
2024,94538,340,"USA"
2025,94538,440,"USA"
2026,94538,570,"USA"
2027,94538,710,"USA"
2028,94538,870,"USA"
2029,94538,1040,"USA"
2030,94538,1160,"USA"
2018,94539,0,"USA"
2019,94539,20,"USA"
2020,94539,50,"USA"
2021,94539,100,"USA"
2022,94539,160,"USA"
2023,94539,240,"USA"
2024,94539,340,"USA"
2025,94539,440,"USA"
2026,94539,570,"USA"
2027,94539,710,"USA"
2028,94539,870,"USA"
2029,94539,1040,"USA"
2030,94539,1160,"USA"
2018,94544,0,"USA"
2019,94544,60,"USA"
2020,94544,150,"USA"
2021,94544,300,"USA"
2022,94544,480,"USA"
2023,94544,720,"USA"
2024,94544,1020,"USA"
2025,94544,1320,"USA"
2026,94544,1710,"USA"
2027,94544,2130,"USA"
2028,94544,2610,"USA"
2029,94544,3120,"USA"
2030,94544,3480,"USA"
2018,94545,0,"USA"
2019,94545,140,"USA"
2020,94545,350,"USA"
2021,94545,700,"USA"
2022,94545,1691.94244604317,"USA"
2023,94545,2737.55395683453,"USA"
2024,94545,3534.67625899281,"USA"
2025,94545,4277.84172661871,"USA"
2026,94545,5317.3381294964,"USA"
2027,94545,6426.8345323741,"USA"
2028,94545,7643.95683453237,"USA"
2029,94545,8812.37410071942,"USA"
2030,94545,9663.1654676259,"USA"
2018,94553,0,"USA"
2019,94553,0,"USA"
2020,94553,0,"USA"
2021,94553,0,"USA"
2022,94553,15,"USA"
2023,94553,52.5,"USA"
2024,94553,97.5,"USA"
2025,94553,150,"USA"
2026,94553,210,"USA"
2027,94553,277.5,"USA"
2028,94553,352.5,"USA"
2029,94553,427.5,"USA"
2030,94553,510,"USA"
2018,94558,0,"USA"
2019,94558,0,"USA"
2020,94558,0,"USA"
2021,94558,0,"USA"
2022,94558,15,"USA"
2023,94558,52.5,"USA"
2024,94558,97.5,"USA"
2025,94558,150,"USA"
2026,94558,210,"USA"
2027,94558,277.5,"USA"
2028,94558,352.5,"USA"
2029,94558,427.5,"USA"
2030,94558,510,"USA"
2018,94561,0,"USA"
2019,94561,0,"USA"
2020,94561,0,"USA"
2021,94561,0,"USA"
2022,94561,15,"USA"
2023,94561,52.5,"USA"
2024,94561,97.5,"USA"
2025,94561,150,"USA"
2026,94561,210,"USA"
2027,94561,277.5,"USA"
2028,94561,352.5,"USA"
2029,94561,427.5,"USA"
2030,94561,510,"USA"
2018,94577,0,"USA"
2019,94577,20,"USA"
2020,94577,50,"USA"
2021,94577,100,"USA"
2022,94577,160,"USA"
2023,94577,240,"USA"
2024,94577,340,"USA"
2025,94577,440,"USA"
2026,94577,570,"USA"
2027,94577,710,"USA"
2028,94577,870,"USA"
2029,94577,1040,"USA"
2030,94577,1160,"USA"
2018,94583,0,"USA"
2019,94583,0,"USA"
2020,94583,0,"USA"
2021,94583,0,"USA"
2022,94583,15,"USA"
2023,94583,52.5,"USA"
2024,94583,97.5,"USA"
2025,94583,150,"USA"
2026,94583,210,"USA"
2027,94583,277.5,"USA"
2028,94583,352.5,"USA"
2029,94583,427.5,"USA"
2030,94583,510,"USA"
2018,94588,0,"USA"
2019,94588,0,"USA"
2020,94588,0,"USA"
2021,94588,0,"USA"
2022,94588,15,"USA"
2023,94588,52.5,"USA"
2024,94588,97.5,"USA"
2025,94588,150,"USA"
2026,94588,210,"USA"
2027,94588,277.5,"USA"
2028,94588,352.5,"USA"
2029,94588,427.5,"USA"
2030,94588,510,"USA"
2018,94607,40,"USA"
2019,94607,40,"USA"
2020,94607,40,"USA"
2021,94607,710,"USA"
2022,94607,1580,"USA"
2023,94607,2650,"USA"
2024,94607,3910,"USA"
2025,94607,5370,"USA"
2026,94607,7020,"USA"
2027,94607,8880,"USA"
2028,94607,10910,"USA"
2029,94607,13130,"USA"
2030,94607,15500,"USA"
2018,94608,129.496402877698,"USA"
2019,94608,938.848920863309,"USA"
2020,94608,928.057553956835,"USA"
2021,94608,1564.74820143885,"USA"
2022,94608,1558.1654676259,"USA"
2023,94608,1595.6654676259,"USA"
2024,94608,1640.6654676259,"USA"
2025,94608,1703.95683453237,"USA"
2026,94608,1763.95683453237,"USA"
2027,94608,1820.6654676259,"USA"
2028,94608,1884.87410071942,"USA"
2029,94608,1949.08273381295,"USA"
2030,94608,2010,"USA"
2018,94621,0,"USA"
2019,94621,40,"USA"
2020,94621,1589.20863309353,"USA"
2021,94621,1753.95683453237,"USA"
2022,94621,1893.1654676259,"USA"
2023,94621,2138.95683453237,"USA"
2024,94621,2418.1654676259,"USA"
2025,94621,2733.95683453237,"USA"
2026,94621,3113.95683453237,"USA"
2027,94621,3518.1654676259,"USA"
2028,94621,3998.95683453237,"USA"
2029,94621,4405.79136690647,"USA"
2030,94621,4661.58273381295,"USA"
2018,94801,0,"USA"
2019,94801,40,"USA"
2020,94801,100,"USA"
2021,94801,1117.26618705036,"USA"
2022,94801,1863.1654676259,"USA"
2023,94801,2012.37410071942,"USA"
2024,94801,2223.1654676259,"USA"
2025,94801,2423.1654676259,"USA"
2026,94801,2683.1654676259,"USA"
2027,94801,2952.37410071942,"USA"
2028,94801,3272.37410071942,"USA"
2029,94801,3623.1654676259,"USA"
2030,94801,3841.58273381295,"USA"
2018,94804,40,"USA"
2019,94804,40,"USA"
2020,94804,40,"USA"
2021,94804,710,"USA"
2022,94804,1580,"USA"
2023,94804,2650,"USA"
2024,94804,3910,"USA"
2025,94804,5370,"USA"
2026,94804,7020,"USA"
2027,94804,8880,"USA"
2028,94804,10910,"USA"
2029,94804,13130,"USA"
2030,94804,15500,"USA"
2018,94806,0,"USA"
2019,94806,60,"USA"
2020,94806,150,"USA"
2021,94806,300,"USA"
2022,94806,495,"USA"
2023,94806,772.5,"USA"
2024,94806,1117.5,"USA"
2025,94806,1470,"USA"
2026,94806,1920,"USA"
2027,94806,2407.5,"USA"
2028,94806,2962.5,"USA"
2029,94806,3547.5,"USA"
2030,94806,3990,"USA"
2018,94901,0,"USA"
2019,94901,0,"USA"
2020,94901,0,"USA"
2021,94901,0,"USA"
2022,94901,547.985611510791,"USA"
2023,94901,622.985611510791,"USA"
2024,94901,702.194244604317,"USA"
2025,94901,817.985611510791,"USA"
2026,94901,927.194244604317,"USA"
2027,94901,1072.98561151079,"USA"
2028,94901,1212.19424460432,"USA"
2029,94901,1372.98561151079,"USA"
2030,94901,1527.19424460432,"USA"
2018,94945,0,"USA"
2019,94945,0,"USA"
2020,94945,0,"USA"
2021,94945,0,"USA"
2022,94945,0,"USA"
2023,94945,528.776978417266,"USA"
2024,94945,528.776978417266,"USA"
2025,94945,517.985611510791,"USA"
2026,94945,528.776978417266,"USA"
2027,94945,517.985611510791,"USA"
2028,94945,528.776978417266,"USA"
2029,94945,517.985611510791,"USA"
2030,94945,528.776978417266,"USA"
2018,94954,0,"USA"
2019,94954,0,"USA"
2020,94954,0,"USA"
2021,94954,0,"USA"
2022,94954,30,"USA"
2023,94954,105,"USA"
2024,94954,195,"USA"
2025,94954,300,"USA"
2026,94954,420,"USA"
2027,94954,555,"USA"
2028,94954,705,"USA"
2029,94954,855,"USA"
2030,94954,1020,"USA"
2018,95008,0,"USA"
2019,95008,20,"USA"
2020,95008,50,"USA"
2021,95008,100,"USA"
2022,95008,160,"USA"
2023,95008,240,"USA"
2024,95008,340,"USA"
2025,95008,440,"USA"
2026,95008,570,"USA"
2027,95008,710,"USA"
2028,95008,870,"USA"
2029,95008,1040,"USA"
2030,95008,1160,"USA"
2018,95014,0,"USA"
2019,95014,20,"USA"
2020,95014,50,"USA"
2021,95014,100,"USA"
2022,95014,160,"USA"
2023,95014,240,"USA"
2024,95014,340,"USA"
2025,95014,440,"USA"
2026,95014,570,"USA"
2027,95014,710,"USA"
2028,95014,870,"USA"
2029,95014,1040,"USA"
2030,95014,1160,"USA"
2018,95035,0,"USA"
2019,95035,80,"USA"
2020,95035,200,"USA"
2021,95035,400,"USA"
2022,95035,640,"USA"
2023,95035,960,"USA"
2024,95035,1360,"USA"
2025,95035,1760,"USA"
2026,95035,2280,"USA"
2027,95035,2840,"USA"
2028,95035,3480,"USA"
2029,95035,4160,"USA"
2030,95035,4640,"USA"
2018,95060,0,"USA"
2019,95060,0,"USA"
2020,95060,0,"USA"
2021,95060,0,"USA"
2022,95060,15,"USA"
2023,95060,74.0827338129496,"USA"
2024,95060,216.205035971223,"USA"
2025,95060,333.453237410072,"USA"
2026,95060,522.94964028777,"USA"
2027,95060,741.528776978417,"USA"
2028,95060,978.39928057554,"USA"
2029,95060,1236.85251798561,"USA"
2030,95060,1502.80575539568,"USA"
2018,95073,0,"USA"
2019,95073,0,"USA"
2020,95073,0,"USA"
2021,95073,0,"USA"
2022,95073,15,"USA"
2023,95073,52.5,"USA"
2024,95073,97.5,"USA"
2025,95073,150,"USA"
2026,95073,210,"USA"
2027,95073,277.5,"USA"
2028,95073,352.5,"USA"
2029,95073,427.5,"USA"
2030,95073,510,"USA"
2018,95112,0,"USA"
2019,95112,0,"USA"
2020,95112,0,"USA"
2021,95112,0,"USA"
2022,95112,15,"USA"
2023,95112,74.0827338129496,"USA"
2024,95112,216.205035971223,"USA"
2025,95112,333.453237410072,"USA"
2026,95112,522.94964028777,"USA"
2027,95112,741.528776978417,"USA"
2028,95112,978.39928057554,"USA"
2029,95112,1236.85251798561,"USA"
2030,95112,1502.80575539568,"USA"
2018,95131,0,"USA"
2019,95131,20,"USA"
2020,95131,50,"USA"
2021,95131,100,"USA"
2022,95131,175,"USA"
2023,95131,292.5,"USA"
2024,95131,437.5,"USA"
2025,95131,590,"USA"
2026,95131,780,"USA"
2027,95131,987.5,"USA"
2028,95131,1222.5,"USA"
2029,95131,1467.5,"USA"
2030,95131,1670,"USA"
2018,95133,0,"USA"
2019,95133,20,"USA"
2020,95133,50,"USA"
2021,95133,100,"USA"
2022,95133,160,"USA"
2023,95133,240,"USA"
2024,95133,340,"USA"
2025,95133,440,"USA"
2026,95133,570,"USA"
2027,95133,710,"USA"
2028,95133,870,"USA"
2029,95133,1040,"USA"
2030,95133,1160,"USA"
2018,95134,0,"USA"
2019,95134,0,"USA"
2020,95134,0,"USA"
2021,95134,0,"USA"
2022,95134,0,"USA"
2023,95134,21.5827338129496,"USA"
2024,95134,118.705035971223,"USA"
2025,95134,183.453237410072,"USA"
2026,95134,312.94964028777,"USA"
2027,95134,464.028776978417,"USA"
2028,95134,625.89928057554,"USA"
2029,95134,809.352517985611,"USA"
2030,95134,992.805755395683,"USA"
2018,95203,40,"USA"
2019,95203,40,"USA"
2020,95203,40,"USA"
2021,95203,710,"USA"
2022,95203,1580,"USA"
2023,95203,2650,"USA"
2024,95203,3910,"USA"
2025,95203,5370,"USA"
2026,95203,7020,"USA"
2027,95203,8880,"USA"
2028,95203,10910,"USA"
2029,95203,13130,"USA"
2030,95203,15500,"USA"
2018,95205,0,"USA"
2019,95205,60,"USA"
2020,95205,150,"USA"
2021,95205,300,"USA"
2022,95205,495,"USA"
2023,95205,772.5,"USA"
2024,95205,1117.5,"USA"
2025,95205,1470,"USA"
2026,95205,1920,"USA"
2027,95205,2407.5,"USA"
2028,95205,2962.5,"USA"
2029,95205,3547.5,"USA"
2030,95205,3990,"USA"
2018,95206,0,"USA"
2019,95206,40,"USA"
2020,95206,100,"USA"
2021,95206,200,"USA"
2022,95206,335,"USA"
2023,95206,532.5,"USA"
2024,95206,777.5,"USA"
2025,95206,1030,"USA"
2026,95206,1350,"USA"
2027,95206,1697.5,"USA"
2028,95206,2092.5,"USA"
2029,95206,2507.5,"USA"
2030,95206,2830,"USA"
2018,95215,0,"USA"
2019,95215,100,"USA"
2020,95215,250,"USA"
2021,95215,500,"USA"
2022,95215,800,"USA"
2023,95215,1200,"USA"
2024,95215,1700,"USA"
2025,95215,2200,"USA"
2026,95215,2850,"USA"
2027,95215,3550,"USA"
2028,95215,4350,"USA"
2029,95215,5200,"USA"
2030,95215,5800,"USA"
2018,95222,0,"USA"
2019,95222,0,"USA"
2020,95222,0,"USA"
2021,95222,0,"USA"
2022,95222,15,"USA"
2023,95222,52.5,"USA"
2024,95222,97.5,"USA"
2025,95222,150,"USA"
2026,95222,210,"USA"
2027,95222,277.5,"USA"
2028,95222,352.5,"USA"
2029,95222,427.5,"USA"
2030,95222,510,"USA"
2018,95240,0,"USA"
2019,95240,20,"USA"
2020,95240,50,"USA"
2021,95240,100,"USA"
2022,95240,160,"USA"
2023,95240,240,"USA"
2024,95240,340,"USA"
2025,95240,440,"USA"
2026,95240,570,"USA"
2027,95240,710,"USA"
2028,95240,870,"USA"
2029,95240,1040,"USA"
2030,95240,1160,"USA"
2018,95304,0,"USA"
2019,95304,60,"USA"
2020,95304,150,"USA"
2021,95304,300,"USA"
2022,95304,480,"USA"
2023,95304,720,"USA"
2024,95304,1020,"USA"
2025,95304,1320,"USA"
2026,95304,1710,"USA"
2027,95304,2130,"USA"
2028,95304,2610,"USA"
2029,95304,3120,"USA"
2030,95304,3480,"USA"
2018,95307,0,"USA"
2019,95307,0,"USA"
2020,95307,0,"USA"
2021,95307,0,"USA"
2022,95307,15,"USA"
2023,95307,52.5,"USA"
2024,95307,97.5,"USA"
2025,95307,150,"USA"
2026,95307,210,"USA"
2027,95307,277.5,"USA"
