CY,MY,FCET_type,Population.NoLoss,Population.Survived,Fleet,Hub,Age,Survival
2030,2022,HD Transit Bus,0,0,Golden Gate Transit - San Francisco,Golden Gate Transit SF Facility,8,0.92
2022,2022,HD Transit Bus,0,0,Riverside Transit Agency - Riverside Division,RTA Riverside Facility,0,1
2023,2022,HD Transit Bus,0,0,Riverside Transit Agency - Riverside Division,RTA Riverside Facility,1,0.99
2024,2022,HD Transit Bus,0,0,Riverside Transit Agency - Riverside Division,RTA Riverside Facility,2,0.98
2025,2022,HD Transit Bus,0,0,Riverside Transit Agency - Riverside Division,RTA Riverside Facility,3,0.97
2026,2022,HD Transit Bus,0,0,Riverside Transit Agency - Riverside Division,RTA Riverside Facility,4,0.96
2027,2022,HD Transit Bus,0,0,Riverside Transit Agency - Riverside Division,RTA Riverside Facility,5,0.95
2028,2022,HD Transit Bus,0,0,Riverside Transit Agency - Riverside Division,RTA Riverside Facility,6,0.94
2029,2022,HD Transit Bus,0,0,Riverside Transit Agency - Riverside Division,RTA Riverside Facility,7,0.93
2030,2022,HD Transit Bus,0,0,Riverside Transit Agency - Riverside Division,RTA Riverside Facility,8,0.92
2022,2022,HD Transit Bus,0,0,Riverside Transit Agency -  Hemet Division,RTA Hemet Facility,0,1
2023,2022,HD Transit Bus,0,0,Riverside Transit Agency -  Hemet Division,RTA Hemet Facility,1,0.99
2024,2022,HD Transit Bus,0,0,Riverside Transit Agency -  Hemet Division,RTA Hemet Facility,2,0.98
2025,2022,HD Transit Bus,0,0,Riverside Transit Agency -  Hemet Division,RTA Hemet Facility,3,0.97
2026,2022,HD Transit Bus,0,0,Riverside Transit Agency -  Hemet Division,RTA Hemet Facility,4,0.96
2027,2022,HD Transit Bus,0,0,Riverside Transit Agency -  Hemet Division,RTA Hemet Facility,5,0.95
2028,2022,HD Transit Bus,0,0,Riverside Transit Agency -  Hemet Division,RTA Hemet Facility,6,0.94
2029,2022,HD Transit Bus,0,0,Riverside Transit Agency -  Hemet Division,RTA Hemet Facility,7,0.93
2030,2022,HD Transit Bus,0,0,Riverside Transit Agency -  Hemet Division,RTA Hemet Facility,8,0.92
2022,2022,HD Other Drayage,6,6,Trucks at Bob Hope (Burbank) Airport (BUR),Bob Hope (Burbank) Airport (BUR),0,1
2023,2022,HD Other Drayage,6,6,Trucks at Bob Hope (Burbank) Airport (BUR),Bob Hope (Burbank) Airport (BUR),1,0.99
2024,2022,HD Other Drayage,6,6,Trucks at Bob Hope (Burbank) Airport (BUR),Bob Hope (Burbank) Airport (BUR),2,0.98
2025,2022,HD Other Drayage,6,6,Trucks at Bob Hope (Burbank) Airport (BUR),Bob Hope (Burbank) Airport (BUR),3,0.97
2026,2022,HD Other Drayage,6,6,Trucks at Bob Hope (Burbank) Airport (BUR),Bob Hope (Burbank) Airport (BUR),4,0.96
2027,2022,HD Other Drayage,6,6,Trucks at Bob Hope (Burbank) Airport (BUR),Bob Hope (Burbank) Airport (BUR),5,0.95
2028,2022,HD Other Drayage,6,6,Trucks at Bob Hope (Burbank) Airport (BUR),Bob Hope (Burbank) Airport (BUR),6,0.94
2029,2022,HD Other Drayage,6,6,Trucks at Bob Hope (Burbank) Airport (BUR),Bob Hope (Burbank) Airport (BUR),7,0.93
2030,2022,HD Other Drayage,6,6,Trucks at Bob Hope (Burbank) Airport (BUR),Bob Hope (Burbank) Airport (BUR),8,0.92
2022,2022,HD Other Drayage,6,6,Trucks at Fresno Yosemite International Airport (FAT),Fresno Yosemite International Airport (FAT),0,1
2023,2022,HD Other Drayage,6,6,Trucks at Fresno Yosemite International Airport (FAT),Fresno Yosemite International Airport (FAT),1,0.99
2024,2022,HD Other Drayage,6,6,Trucks at Fresno Yosemite International Airport (FAT),Fresno Yosemite International Airport (FAT),2,0.98
2025,2022,HD Other Drayage,6,6,Trucks at Fresno Yosemite International Airport (FAT),Fresno Yosemite International Airport (FAT),3,0.97
2026,2022,HD Other Drayage,6,6,Trucks at Fresno Yosemite International Airport (FAT),Fresno Yosemite International Airport (FAT),4,0.96
2027,2022,HD Other Drayage,6,6,Trucks at Fresno Yosemite International Airport (FAT),Fresno Yosemite International Airport (FAT),5,0.95
2028,2022,HD Other Drayage,6,6,Trucks at Fresno Yosemite International Airport (FAT),Fresno Yosemite International Airport (FAT),6,0.94
2029,2022,HD Other Drayage,6,6,Trucks at Fresno Yosemite International Airport (FAT),Fresno Yosemite International Airport (FAT),7,0.93
2030,2022,HD Other Drayage,6,6,Trucks at Fresno Yosemite International Airport (FAT),Fresno Yosemite International Airport (FAT),8,0.92
2022,2022,HD Other Drayage,6,6,Trucks at John Wayne / Orange County Airport (SNA),John Wayne / Orange County Airport (SNA),0,1
2023,2022,HD Other Drayage,6,6,Trucks at John Wayne / Orange County Airport (SNA),John Wayne / Orange County Airport (SNA),1,0.99
2024,2022,HD Other Drayage,6,6,Trucks at John Wayne / Orange County Airport (SNA),John Wayne / Orange County Airport (SNA),2,0.98
2025,2022,HD Other Drayage,6,6,Trucks at John Wayne / Orange County Airport (SNA),John Wayne / Orange County Airport (SNA),3,0.97
2026,2022,HD Other Drayage,6,6,Trucks at John Wayne / Orange County Airport (SNA),John Wayne / Orange County Airport (SNA),4,0.96
2027,2022,HD Other Drayage,6,6,Trucks at John Wayne / Orange County Airport (SNA),John Wayne / Orange County Airport (SNA),5,0.95
2028,2022,HD Other Drayage,6,6,Trucks at John Wayne / Orange County Airport (SNA),John Wayne / Orange County Airport (SNA),6,0.94
2029,2022,HD Other Drayage,6,6,Trucks at John Wayne / Orange County Airport (SNA),John Wayne / Orange County Airport (SNA),7,0.93
2030,2022,HD Other Drayage,6,6,Trucks at John Wayne / Orange County Airport (SNA),John Wayne / Orange County Airport (SNA),8,0.92
2022,2022,HD Other Drayage,6,6,Trucks at Long Beach Municipal Airport (LGB),Long Beach Municipal Airport (LGB),0,1
2023,2022,HD Other Drayage,6,6,Trucks at Long Beach Municipal Airport (LGB),Long Beach Municipal Airport (LGB),1,0.99
2024,2022,HD Other Drayage,6,6,Trucks at Long Beach Municipal Airport (LGB),Long Beach Municipal Airport (LGB),2,0.98
2025,2022,HD Other Drayage,6,6,Trucks at Long Beach Municipal Airport (LGB),Long Beach Municipal Airport (LGB),3,0.97
2026,2022,HD Other Drayage,6,6,Trucks at Long Beach Municipal Airport (LGB),Long Beach Municipal Airport (LGB),4,0.96
2027,2022,HD Other Drayage,6,6,Trucks at Long Beach Municipal Airport (LGB),Long Beach Municipal Airport (LGB),5,0.95
2028,2022,HD Other Drayage,6,6,Trucks at Long Beach Municipal Airport (LGB),Long Beach Municipal Airport (LGB),6,0.94
2029,2022,HD Other Drayage,6,6,Trucks at Long Beach Municipal Airport (LGB),Long Beach Municipal Airport (LGB),7,0.93
2030,2022,HD Other Drayage,6,6,Trucks at Long Beach Municipal Airport (LGB),Long Beach Municipal Airport (LGB),8,0.92
2022,2022,HD Other Drayage,6,6,Trucks at Los Angeles International Airport (LAX),Los Angeles International Airport (LAX),0,1
2023,2022,HD Other Drayage,6,6,Trucks at Los Angeles International Airport (LAX),Los Angeles International Airport (LAX),1,0.99
2024,2022,HD Other Drayage,6,6,Trucks at Los Angeles International Airport (LAX),Los Angeles International Airport (LAX),2,0.98
2025,2022,HD Other Drayage,6,6,Trucks at Los Angeles International Airport (LAX),Los Angeles International Airport (LAX),3,0.97
2026,2022,HD Other Drayage,6,6,Trucks at Los Angeles International Airport (LAX),Los Angeles International Airport (LAX),4,0.96
2027,2022,HD Other Drayage,6,6,Trucks at Los Angeles International Airport (LAX),Los Angeles International Airport (LAX),5,0.95
2028,2022,HD Other Drayage,6,6,Trucks at Los Angeles International Airport (LAX),Los Angeles International Airport (LAX),6,0.94
2029,2022,HD Other Drayage,6,6,Trucks at Los Angeles International Airport (LAX),Los Angeles International Airport (LAX),7,0.93
2030,2022,HD Other Drayage,6,6,Trucks at Los Angeles International Airport (LAX),Los Angeles International Airport (LAX),8,0.92
2022,2022,HD Other Drayage,6,6,Trucks at Los Angeles Ontario International Airport (ONT),Los Angeles Ontario International Airport (ONT),0,1
2023,2022,HD Other Drayage,6,6,Trucks at Los Angeles Ontario International Airport (ONT),Los Angeles Ontario International Airport (ONT),1,0.99
2024,2022,HD Other Drayage,6,6,Trucks at Los Angeles Ontario International Airport (ONT),Los Angeles Ontario International Airport (ONT),2,0.98
2025,2022,HD Other Drayage,6,6,Trucks at Los Angeles Ontario International Airport (ONT),Los Angeles Ontario International Airport (ONT),3,0.97
2026,2022,HD Other Drayage,6,6,Trucks at Los Angeles Ontario International Airport (ONT),Los Angeles Ontario International Airport (ONT),4,0.96
2027,2022,HD Other Drayage,6,6,Trucks at Los Angeles Ontario International Airport (ONT),Los Angeles Ontario International Airport (ONT),5,0.95
2028,2022,HD Other Drayage,6,6,Trucks at Los Angeles Ontario International Airport (ONT),Los Angeles Ontario International Airport (ONT),6,0.94
2029,2022,HD Other Drayage,6,6,Trucks at Los Angeles Ontario International Airport (ONT),Los Angeles Ontario International Airport (ONT),7,0.93
2030,2022,HD Other Drayage,6,6,Trucks at Los Angeles Ontario International Airport (ONT),Los Angeles Ontario International Airport (ONT),8,0.92
2022,2022,HD Other Drayage,6,6,Trucks at Norman Y. Mineta San Jos_ International Airport (SJC),Norman Y. Mineta San Jos_ International Airport (SJC),0,1
2023,2022,HD Other Drayage,6,6,Trucks at Norman Y. Mineta San Jos_ International Airport (SJC),Norman Y. Mineta San Jos_ International Airport (SJC),1,0.99
2024,2022,HD Other Drayage,6,6,Trucks at Norman Y. Mineta San Jos_ International Airport (SJC),Norman Y. Mineta San Jos_ International Airport (SJC),2,0.98
2025,2022,HD Other Drayage,6,6,Trucks at Norman Y. Mineta San Jos_ International Airport (SJC),Norman Y. Mineta San Jos_ International Airport (SJC),3,0.97
2026,2022,HD Other Drayage,6,6,Trucks at Norman Y. Mineta San Jos_ International Airport (SJC),Norman Y. Mineta San Jos_ International Airport (SJC),4,0.96
2027,2022,HD Other Drayage,6,6,Trucks at Norman Y. Mineta San Jos_ International Airport (SJC),Norman Y. Mineta San Jos_ International Airport (SJC),5,0.95
2028,2022,HD Other Drayage,6,6,Trucks at Norman Y. Mineta San Jos_ International Airport (SJC),Norman Y. Mineta San Jos_ International Airport (SJC),6,0.94
2029,2022,HD Other Drayage,6,6,Trucks at Norman Y. Mineta San Jos_ International Airport (SJC),Norman Y. Mineta San Jos_ International Airport (SJC),7,0.93
2030,2022,HD Other Drayage,6,6,Trucks at Norman Y. Mineta San Jos_ International Airport (SJC),Norman Y. Mineta San Jos_ International Airport (SJC),8,0.92
2022,2022,HD Other Drayage,6,6,Trucks at Oakland International Airport (OAK),Oakland International Airport (OAK),0,1
2023,2022,HD Other Drayage,6,6,Trucks at Oakland International Airport (OAK),Oakland International Airport (OAK),1,0.99
2024,2022,HD Other Drayage,6,6,Trucks at Oakland International Airport (OAK),Oakland International Airport (OAK),2,0.98
2025,2022,HD Other Drayage,6,6,Trucks at Oakland International Airport (OAK),Oakland International Airport (OAK),3,0.97
2026,2022,HD Other Drayage,6,6,Trucks at Oakland International Airport (OAK),Oakland International Airport (OAK),4,0.96
2027,2022,HD Other Drayage,6,6,Trucks at Oakland International Airport (OAK),Oakland International Airport (OAK),5,0.95
2028,2022,HD Other Drayage,6,6,Trucks at Oakland International Airport (OAK),Oakland International Airport (OAK),6,0.94
2029,2022,HD Other Drayage,6,6,Trucks at Oakland International Airport (OAK),Oakland International Airport (OAK),7,0.93
2030,2022,HD Other Drayage,6,6,Trucks at Oakland International Airport (OAK),Oakland International Airport (OAK),8,0.92
2022,2022,HD Other Drayage,6,6,Trucks at Sacramento International Airport (SMF),Sacramento International Airport (SMF),0,1
2023,2022,HD Other Drayage,6,6,Trucks at Sacramento International Airport (SMF),Sacramento International Airport (SMF),1,0.99
2024,2022,HD Other Drayage,6,6,Trucks at Sacramento International Airport (SMF),Sacramento International Airport (SMF),2,0.98
2025,2022,HD Other Drayage,6,6,Trucks at Sacramento International Airport (SMF),Sacramento International Airport (SMF),3,0.97
2026,2022,HD Other Drayage,6,6,Trucks at Sacramento International Airport (SMF),Sacramento International Airport (SMF),4,0.96
2027,2022,HD Other Drayage,6,6,Trucks at Sacramento International Airport (SMF),Sacramento International Airport (SMF),5,0.95
2028,2022,HD Other Drayage,6,6,Trucks at Sacramento International Airport (SMF),Sacramento International Airport (SMF),6,0.94
2029,2022,HD Other Drayage,6,6,Trucks at Sacramento International Airport (SMF),Sacramento International Airport (SMF),7,0.93
2030,2022,HD Other Drayage,6,6,Trucks at Sacramento International Airport (SMF),Sacramento International Airport (SMF),8,0.92
2022,2022,HD Other Drayage,6,6,Trucks at Sacramento Mather Airport (MHR),Sacramento Mather Airport (MHR),0,1
2023,2022,HD Other Drayage,6,6,Trucks at Sacramento Mather Airport (MHR),Sacramento Mather Airport (MHR),1,0.99
2024,2022,HD Other Drayage,6,6,Trucks at Sacramento Mather Airport (MHR),Sacramento Mather Airport (MHR),2,0.98
2025,2022,HD Other Drayage,6,6,Trucks at Sacramento Mather Airport (MHR),Sacramento Mather Airport (MHR),3,0.97
2026,2022,HD Other Drayage,6,6,Trucks at Sacramento Mather Airport (MHR),Sacramento Mather Airport (MHR),4,0.96
2027,2022,HD Other Drayage,6,6,Trucks at Sacramento Mather Airport (MHR),Sacramento Mather Airport (MHR),5,0.95
2028,2022,HD Other Drayage,6,6,Trucks at Sacramento Mather Airport (MHR),Sacramento Mather Airport (MHR),6,0.94
2029,2022,HD Other Drayage,6,6,Trucks at Sacramento Mather Airport (MHR),Sacramento Mather Airport (MHR),7,0.93
2030,2022,HD Other Drayage,6,6,Trucks at Sacramento Mather Airport (MHR),Sacramento Mather Airport (MHR),8,0.92
2022,2022,HD Other Drayage,6,6,Trucks at San Diego International Airport (SAN),San Diego International Airport (SAN),0,1
2023,2022,HD Other Drayage,6,6,Trucks at San Diego International Airport (SAN),San Diego International Airport (SAN),1,0.99
2024,2022,HD Other Drayage,6,6,Trucks at San Diego International Airport (SAN),San Diego International Airport (SAN),2,0.98
2025,2022,HD Other Drayage,6,6,Trucks at San Diego International Airport (SAN),San Diego International Airport (SAN),3,0.97
2026,2022,HD Other Drayage,6,6,Trucks at San Diego International Airport (SAN),San Diego International Airport (SAN),4,0.96
2027,2022,HD Other Drayage,6,6,Trucks at San Diego International Airport (SAN),San Diego International Airport (SAN),5,0.95
2028,2022,HD Other Drayage,6,6,Trucks at San Diego International Airport (SAN),San Diego International Airport (SAN),6,0.94
2029,2022,HD Other Drayage,6,6,Trucks at San Diego International Airport (SAN),San Diego International Airport (SAN),7,0.93
2030,2022,HD Other Drayage,6,6,Trucks at San Diego International Airport (SAN),San Diego International Airport (SAN),8,0.92
2022,2022,HD Other Drayage,6,6,Trucks at San Francisco International Airport (SFO),San Francisco International Airport (SFO),0,1
2023,2022,HD Other Drayage,6,6,Trucks at San Francisco International Airport (SFO),San Francisco International Airport (SFO),1,0.99
2024,2022,HD Other Drayage,6,6,Trucks at San Francisco International Airport (SFO),San Francisco International Airport (SFO),2,0.98
2025,2022,HD Other Drayage,6,6,Trucks at San Francisco International Airport (SFO),San Francisco International Airport (SFO),3,0.97
2026,2022,HD Other Drayage,6,6,Trucks at San Francisco International Airport (SFO),San Francisco International Airport (SFO),4,0.96
2027,2022,HD Other Drayage,6,6,Trucks at San Francisco International Airport (SFO),San Francisco International Airport (SFO),5,0.95
2028,2022,HD Other Drayage,6,6,Trucks at San Francisco International Airport (SFO),San Francisco International Airport (SFO),6,0.94
2029,2022,HD Other Drayage,6,6,Trucks at San Francisco International Airport (SFO),San Francisco International Airport (SFO),7,0.93
2030,2022,HD Other Drayage,6,6,Trucks at San Francisco International Airport (SFO),San Francisco International Airport (SFO),8,0.92
2022,2022,HD Other Drayage,6,6,Truck Fleet at Ames Industrial Park,Ames Industrial Park,0,1
2023,2022,HD Other Drayage,6,6,Truck Fleet at Ames Industrial Park,Ames Industrial Park,1,0.99
2024,2022,HD Other Drayage,6,6,Truck Fleet at Ames Industrial Park,Ames Industrial Park,2,0.98
2025,2022,HD Other Drayage,6,6,Truck Fleet at Ames Industrial Park,Ames Industrial Park,3,0.97
2026,2022,HD Other Drayage,6,6,Truck Fleet at Ames Industrial Park,Ames Industrial Park,4,0.96
2027,2022,HD Other Drayage,6,6,Truck Fleet at Ames Industrial Park,Ames Industrial Park,5,0.95
2028,2022,HD Other Drayage,6,6,Truck Fleet at Ames Industrial Park,Ames Industrial Park,6,0.94
2029,2022,HD Other Drayage,6,6,Truck Fleet at Ames Industrial Park,Ames Industrial Park,7,0.93
2030,2022,HD Other Drayage,6,6,Truck Fleet at Ames Industrial Park,Ames Industrial Park,8,0.92
2022,2022,HD Other Drayage,6,6,Truck Fleet at Arch Road Logistics Center,Arch Road Logistics Center,0,1
2023,2022,HD Other Drayage,6,6,Truck Fleet at Arch Road Logistics Center,Arch Road Logistics Center,1,0.99
2024,2022,HD Other Drayage,6,6,Truck Fleet at Arch Road Logistics Center,Arch Road Logistics Center,2,0.98
2025,2022,HD Other Drayage,6,6,Truck Fleet at Arch Road Logistics Center,Arch Road Logistics Center,3,0.97
2026,2022,HD Other Drayage,6,6,Truck Fleet at Arch Road Logistics Center,Arch Road Logistics Center,4,0.96
2027,2022,HD Other Drayage,6,6,Truck Fleet at Arch Road Logistics Center,Arch Road Logistics Center,5,0.95
2028,2022,HD Other Drayage,6,6,Truck Fleet at Arch Road Logistics Center,Arch Road Logistics Center,6,0.94
2029,2022,HD Other Drayage,6,6,Truck Fleet at Arch Road Logistics Center,Arch Road Logistics Center,7,0.93
2030,2022,HD Other Drayage,6,6,Truck Fleet at Arch Road Logistics Center,Arch Road Logistics Center,8,0.92
2022,2022,HD Other Drayage,6,6,Truck Fleet at Beckman Industrial Park,Beckman Industrial Park,0,1
2023,2022,HD Other Drayage,6,6,Truck Fleet at Beckman Industrial Park,Beckman Industrial Park,1,0.99
2024,2022,HD Other Drayage,6,6,Truck Fleet at Beckman Industrial Park,Beckman Industrial Park,2,0.98
2025,2022,HD Other Drayage,6,6,Truck Fleet at Beckman Industrial Park,Beckman Industrial Park,3,0.97
