O_County,D_County,LCV_SHT_OFF,MCV_SHT_OFF,HCV_SHT_OFF,HCV_LD_OFF,MCV_EXT_OFF,HCV_EXT_OFF,LCV_SHT_AM,MCV_SHT_AM,HCV_SHT_AM,HCV_LD_AM,MCV_EXT_AM,HCV_EXT_AM,LCV_SHT_MID,MCV_SHT_MID,HCV_SHT_MID,HCV_LD_MID,MCV_EXT_MID,HCV_EXT_MID,LCV_SHT_PM,MCV_SHT_PM,HCV_SHT_PM,HCV_LD_PM,MCV_EXT_PM,HCV_EXT_PM
      1.00,      1.00,  26768.00,  71271.00,  32954.00,         0,         0,         0,  25278.00,  21140.00,  10443.00,         0,         0,         0,  55563.00,  58877.00,  22077.00,         0,         0,         0,  31097.00,  46288.00,  16407.00,         0,         0,         0
      1.00,      2.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
      1.00,      3.00,         0,         0,         0,      2.40,         0,         0,         0,         0,         0,      0.90,         0,         0,         0,         0,         0,      2.10,         0,         0,         0,         0,         0,      0.60,         0,         0
      1.00,      4.00,         0,         0,         0,     27.20,         0,         0,         0,         0,         0,     10.20,         0,         0,         0,         0,         0,     23.80,         0,         0,         0,         0,         0,      6.80,         0,         0
      1.00,      5.00,         0,         0,         0,      3.20,         0,         0,         0,         0,         0,      1.20,         0,         0,         0,         0,         0,      2.80,         0,         0,         0,         0,         0,      0.80,         0,         0
      1.00,      6.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
      1.00,      7.00,   1909.00,   3244.00,   1758.00,         0,         0,         0,   2007.00,   1894.00,   1043.00,         0,         0,         0,   3666.00,   3459.00,   2252.00,         0,         0,         0,   2083.00,   2329.00,   1348.00,         0,         0,         0
      1.00,      8.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
      1.00,      9.00,         0,         0,         0,      6.40,         0,         0,         0,         0,         0,      2.40,         0,         0,         0,         0,         0,      5.60,         0,         0,         0,         0,         0,      1.60,         0,         0
      1.00,     10.00,         0,         0,         0,    106.00,         0,         0,         0,         0,         0,     39.75,         0,         0,         0,         0,         0,     92.75,         0,         0,         0,         0,         0,     26.50,         0,         0
      1.00,     11.00,         0,         0,         0,      4.40,         0,         0,         0,         0,         0,      1.65,         0,         0,         0,         0,         0,      3.85,         0,         0,         0,         0,         0,      1.10,         0,         0
      1.00,     12.00,         0,         0,         0,     16.80,         0,         0,         0,         0,         0,      6.30,         0,         0,         0,         0,         0,     14.70,         0,         0,         0,         0,         0,      4.20,         0,         0
      1.00,     13.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
      1.00,     14.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
      1.00,     15.00,         0,         0,         0,     60.00,         0,         0,         0,         0,         0,     22.50,         0,         0,         0,         0,         0,     52.50,         0,         0,         0,         0,         0,     15.00,         0,         0
      1.00,     16.00,         0,         0,         0,      6.40,         0,         0,         0,         0,         0,      2.40,         0,         0,         0,         0,         0,      5.60,         0,         0,         0,         0,         0,      1.60,         0,         0
      1.00,     17.00,         0,         0,         0,      1.60,         0,         0,         0,         0,         0,      0.60,         0,         0,         0,         0,         0,      1.40,         0,         0,         0,         0,         0,      0.40,         0,         0
      1.00,     18.00,         0,         0,         0,      1.60,         0,         0,         0,         0,         0,      0.60,         0,         0,         0,         0,         0,      1.40,         0,         0,         0,         0,         0,      0.40,         0,         0
      1.00,     19.00,         0,         0,         0,    197.60,         0,         0,         0,         0,         0,     74.10,         0,         0,         0,         0,         0,    172.90,         0,         0,         0,         0,         0,     49.40,         0,         0
      1.00,     20.00,         0,         0,         0,     15.20,         0,         0,         0,         0,         0,      5.70,         0,         0,         0,         0,         0,     13.30,         0,         0,         0,         0,         0,      3.80,         0,         0
      1.00,     21.00,    152.00,    278.00,    137.00,      5.20,         0,         0,    143.00,    254.00,    159.00,      1.95,         0,         0,    265.00,    430.00,    256.00,      4.55,         0,         0,    179.00,    277.00,    144.00,      1.30,         0,         0
      1.00,     22.00,         0,         0,         0,      0.80,         0,         0,         0,         0,         0,      0.30,         0,         0,         0,         0,         0,      0.70,         0,         0,         0,         0,         0,      0.20,         0,         0
      1.00,     23.00,         0,         0,         0,      7.60,         0,         0,         0,         0,         0,      2.85,         0,         0,         0,         0,         0,      6.65,         0,         0,         0,         0,         0,      1.90,         0,         0
      1.00,     24.00,         0,         0,         0,     36.00,         0,         0,         0,         0,      1.00,     13.50,         0,         0,         0,      1.00,      1.00,     31.50,         0,         0,         0,         0,         0,      9.00,         0,         0
      1.00,     25.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
      1.00,     26.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
      1.00,     27.00,         0,      2.00,      4.00,    129.20,         0,         0,         0,      9.00,      1.00,     48.45,         0,         0,      1.00,     14.00,      7.00,    113.05,         0,         0,         0,      4.00,      1.00,     32.30,         0,         0
      1.00,     28.00,     84.00,     81.00,     54.00,     28.40,         0,         0,     41.00,     65.00,     52.00,     10.65,         0,         0,     70.00,    132.00,    107.00,     24.85,         0,         0,     56.00,     80.00,     57.00,      7.10,         0,         0
      1.00,     29.00,         0,         0,         0,      9.60,         0,         0,         0,         0,         0,      3.60,         0,         0,         0,         0,         0,      8.40,         0,         0,         0,         0,         0,      2.40,         0,         0
      1.00,     30.00,         0,         0,         0,     44.80,         0,         0,         0,         0,         0,     16.80,         0,         0,         0,         0,         0,     39.20,         0,         0,         0,         0,         0,     11.20,         0,         0
      1.00,     31.00,         0,         0,         0,     45.20,         0,         0,         0,         0,         0,     16.95,         0,         0,         0,         0,         0,     39.55,         0,         0,         0,         0,         0,     11.30,         0,         0
      1.00,     32.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
      1.00,     33.00,         0,         0,         0,     18.80,         0,         0,         0,         0,         0,      7.05,         0,         0,         0,         0,         0,     16.45,         0,         0,         0,         0,         0,      4.70,         0,         0
      1.00,     34.00,      1.00,      3.00,      2.00,    164.40,         0,         0,         0,      9.00,      3.00,     61.65,         0,         0,         0,     10.00,      3.00,    143.85,         0,         0,         0,      9.00,      3.00,     41.10,         0,         0
      1.00,     35.00,         0,      2.00,         0,      8.40,         0,         0,         0,         0,      1.00,      3.15,         0,         0,         0,      3.00,         0,      7.35,         0,         0,         0,      5.00,         0,      2.10,         0,         0
      1.00,     36.00,         0,         0,         0,     25.60,         0,         0,         0,         0,         0,      9.60,         0,         0,         0,         0,         0,     22.40,         0,         0,         0,         0,         0,      6.40,         0,         0
      1.00,     37.00,         0,         0,         0,     34.00,         0,         0,         0,         0,         0,     12.75,         0,         0,         0,         0,         0,     29.75,         0,         0,         0,         0,         0,      8.50,         0,         0
      1.00,     38.00,   1123.00,   1053.00,   2224.00,         0,         0,         0,   4753.00,    770.00,   4762.00,         0,         0,         0,   7191.00,   1624.00,   7613.00,         0,         0,         0,   2313.00,    831.00,   2961.00,         0,         0,         0
      1.00,     39.00,    429.00,    771.00,    476.00,     59.60,         0,         0,    247.00,    476.00,    241.00,     22.35,         0,         0,    408.00,    661.00,    445.00,     52.15,         0,         0,    289.00,    456.00,    268.00,     14.90,         0,         0
      1.00,     40.00,         0,         0,         0,     34.80,         0,         0,         0,         0,         0,     13.05,         0,         0,         0,         0,         0,     30.45,         0,         0,         0,         0,         0,      8.70,         0,         0
      1.00,     41.00,    456.00,   1385.00,    483.00,         0,         0,         0,    835.00,   1011.00,    568.00,         0,         0,         0,   1352.00,   1689.00,   1394.00,         0,         0,         0,    566.00,   1027.00,    644.00,         0,         0,         0
      1.00,     42.00,         0,         0,         0,     22.40,         0,         0,         0,         0,         0,      8.40,         0,         0,         0,         0,         0,     19.60,         0,         0,         0,         0,         0,      5.60,         0,         0
      1.00,     43.00,   1614.00,   4597.00,   3137.00,     19.20,         0,         0,   2418.00,   2030.00,   1999.00,      7.20,         0,         0,   4207.00,   4467.00,   5493.00,     16.80,         0,         0,   2079.00,   2899.00,   2765.00,      4.80,         0,         0
      1.00,     44.00,     38.00,    116.00,     50.00,     32.80,         0,         0,     18.00,    111.00,     36.00,     12.30,         0,         0,     37.00,    169.00,     73.00,     28.70,         0,         0,     28.00,    120.00,     50.00,      8.20,         0,         0
      1.00,     45.00,         0,         0,         0,     14.80,         0,         0,         0,         0,         0,      5.55,         0,         0,         0,         0,         0,     12.95,         0,         0,         0,         0,         0,      3.70,         0,         0
      1.00,     46.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
      1.00,     47.00,         0,         0,         0,      0.80,         0,         0,         0,         0,         0,      0.30,         0,         0,         0,         0,         0,      0.70,         0,         0,         0,         0,         0,      0.20,         0,         0
      1.00,     48.00,    271.00,    284.00,    149.00,     21.60,         0,         0,    137.00,    263.00,    171.00,      8.10,         0,         0,    261.00,    479.00,    269.00,     18.90,         0,         0,    150.00,    273.00,    139.00,      5.40,         0,         0
      1.00,     49.00,     63.00,     83.00,     70.00,     82.00,         0,         0,     34.00,     96.00,     79.00,     30.75,         0,         0,     53.00,    154.00,    151.00,     71.75,         0,         0,     46.00,     83.00,     64.00,     20.50,         0,         0
      1.00,     50.00,     74.00,    156.00,     93.00,    118.40,         0,         0,     37.00,     90.00,     53.00,     44.40,         0,         0,     59.00,    142.00,     81.00,    103.60,         0,         0,     49.00,     91.00,     63.00,     29.60,         0,         0
      1.00,     51.00,         0,         0,         0,      4.80,         0,         0,         0,         0,         0,      1.80,         0,         0,         0,         0,         0,      4.20,         0,         0,         0,         0,         0,      1.20,         0,         0
      1.00,     52.00,         0,         0,         0,      3.20,         0,         0,         0,         0,         0,      1.20,         0,         0,         0,         0,         0,      2.80,         0,         0,         0,         0,         0,      0.80,         0,         0
      1.00,     53.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
      1.00,     54.00,         0,         0,         0,     44.80,         0,         0,         0,         0,         0,     16.80,         0,         0,         0,         0,         0,     39.20,         0,         0,         0,         0,         0,     11.20,         0,         0
      1.00,     55.00,         0,         0,         0,      4.00,         0,         0,         0,         0,         0,      1.50,         0,         0,         0,         0,         0,      3.50,         0,         0,         0,         0,         0,      1.00,         0,         0
      1.00,     56.00,         0,         0,         0,     26.80,         0,         0,         0,         0,         0,     10.05,         0,         0,         0,         0,         0,     23.45,         0,         0,         0,         0,         0,      6.70,         0,         0
      1.00,     57.00,         0,         0,         0,     49.20,         0,         0,         0,         0,         0,     18.45,         0,         0,         0,      1.00,      3.00,     43.05,         0,         0,         0,      2.00,      2.00,     12.30,         0,         0
      1.00,     58.00,         0,         0,         0,      5.60,         0,         0,         0,         0,         0,      2.10,         0,         0,         0,         0,         0,      4.90,         0,         0,         0,         0,         0,      1.40,         0,         0
      2.00,      1.00,         0,         0,         0,      2.80,         0,         0,         0,         0,         0,      1.05,         0,         0,         0,         0,         0,      2.45,         0,         0,         0,         0,         0,      0.70,         0,         0
      2.00,      2.00,      7.00,    440.00,    464.00,         0,         0,         0,     12.00,    129.00,    151.00,         0,         0,         0,     34.00,    208.00,    221.00,         0,         0,         0,     17.00,    157.00,    135.00,         0,         0,         0
      2.00,      3.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,      1.00,         0,         0,         0
      2.00,      4.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
      2.00,      5.00,         0,      2.00,      4.00,         0,         0,         0,      1.00,      3.00,         0,         0,         0,         0,      2.00,      5.00,      3.00,         0,         0,         0,         0,      1.00,      4.00,         0,         0,         0
      2.00,      6.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
      2.00,      7.00,         0,         0,         0,      2.40,         0,         0,         0,         0,         0,      0.90,         0,         0,         0,         0,         0,      2.10,         0,         0,         0,         0,         0,      0.60,         0,         0
      2.00,      8.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
      2.00,      9.00,         0,      3.00,      5.00,         0,         0,         0,      1.00,      4.00,      1.00,         0,         0,         0,      2.00,      6.00,      6.00,         0,         0,         0,         0,      3.00,      1.00,         0,         0,         0
      2.00,     10.00,         0,         0,         0,      0.40,         0,         0,         0,         0,         0,      0.15,         0,         0,         0,         0,         0,      0.35,         0,         0,         0,         0,         0,      0.10,         0,         0
      2.00,     11.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
      2.00,     12.00,         0,         0,         0,      0.80,         0,         0,         0,         0,         0,      0.30,         0,         0,         0,         0,         0,      0.70,         0,         0,         0,         0,         0,      0.20,         0,         0
      2.00,     13.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
      2.00,     14.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
      2.00,     15.00,         0,         0,         0,      0.40,         0,         0,         0,         0,         0,      0.15,         0,         0,         0,         0,         0,      0.35,         0,         0,         0,         0,         0,      0.10,         0,         0
      2.00,     16.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
      2.00,     17.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
      2.00,     18.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
      2.00,     19.00,         0,         0,         0,      2.00,         0,         0,         0,         0,         0,      0.75,         0,         0,         0,         0,         0,      1.75,         0,         0,         0,         0,         0,      0.50,         0,         0
      2.00,     20.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
      2.00,     21.00,         0,         0,         0,      0.40,         0,         0,         0,         0,         0,      0.15,         0,         0,         0,         0,         0,      0.35,         0,         0,         0,         0,         0,      0.10,         0,         0
      2.00,     22.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
      2.00,     23.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
      2.00,     24.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
      2.00,     25.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
      2.00,     26.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
      2.00,     27.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
      2.00,     28.00,         0,         0,         0,      0.80,         0,         0,         0,         0,         0,      0.30,         0,         0,         0,         0,         0,      0.70,         0,         0,         0,         0,         0,      0.20,         0,         0
      2.00,     29.00,         0,      1.00,      4.00,         0,         0,         0,         0,      2.00,         0,         0,         0,         0,         0,      1.00,         0,         0,         0,         0,         0,      1.00,      3.00,         0,         0,         0
      2.00,     30.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
      2.00,     31.00,         0,         0,         0,      0.40,         0,         0,         0,      1.00,         0,      0.15,         0,         0,         0,         0,         0,      0.35,         0,         0,         0,      1.00,         0,      0.10,         0,         0
      2.00,     32.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
      2.00,     33.00,         0,         0,         0,      0.40,         0,         0,         0,         0,         0,      0.15,         0,         0,         0,         0,         0,      0.35,         0,         0,         0,         0,         0,      0.10,         0,         0
      2.00,     34.00,         0,         0,         0,      2.40,         0,         0,         0,         0,         0,      0.90,         0,         0,         0,         0,         0,      2.10,         0,         0,         0,         0,         0,      0.60,         0,         0
      2.00,     35.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
      2.00,     36.00,         0,         0,         0,      0.80,         0,         0,         0,         0,         0,      0.30,         0,         0,         0,         0,         0,      0.70,         0,         0,         0,         0,         0,      0.20,         0,         0
      2.00,     37.00,         0,         0,         0,      0.40,         0,         0,         0,         0,         0,      0.15,         0,         0,         0,         0,         0,      0.35,         0,         0,         0,         0,         0,      0.10,         0,         0
      2.00,     38.00,         0,         0,         0,      1.20,         0,         0,         0,         0,         0,      0.45,         0,         0,         0,         0,         0,      1.05,         0,         0,         0,         0,         0,      0.30,         0,         0
      2.00,     39.00,         0,         0,         0,      0.80,         0,         0,         0,         0,         0,      0.30,         0,         0,         0,         0,         0,      0.70,         0,         0,         0,         0,         0,      0.20,         0,         0
      2.00,     40.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
      2.00,     41.00,         0,         0,         0,      0.40,         0,         0,         0,         0,         0,      0.15,         0,         0,         0,         0,         0,      0.35,         0,         0,         0,         0,         0,      0.10,         0,         0
      2.00,     42.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
      2.00,     43.00,         0,         0,         0,      1.60,         0,         0,         0,         0,         0,      0.60,         0,         0,         0,         0,         0,      1.40,         0,         0,         0,         0,         0,      0.40,         0,         0
      2.00,     44.00,         0,         0,         0,      1.20,         0,         0,         0,         0,         0,      0.45,         0,         0,         0,         0,         0,      1.05,         0,         0,         0,         0,         0,      0.30,         0,         0
      2.00,     45.00,         0,         0,         0,      0.40,         0,         0,         0,         0,         0,      0.15,         0,         0,         0,         0,         0,      0.35,         0,         0,         0,         0,         0,      0.10,         0,         0
      2.00,     46.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
      2.00,     47.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
      2.00,     48.00,         0,         0,         0,      0.40,         0,         0,         0,         0,         0,      0.15,         0,         0,         0,         0,         0,      0.35,         0,         0,         0,         0,         0,      0.10,         0,         0
      2.00,     49.00,         0,         0,         0,      0.40,         0,         0,         0,         0,         0,      0.15,         0,         0,         0,         0,         0,      0.35,         0,         0,         0,         0,         0,      0.10,         0,         0
      2.00,     50.00,         0,         0,         0,      0.80,         0,         0,         0,         0,         0,      0.30,         0,         0,         0,         0,         0,      0.70,         0,         0,         0,         0,         0,      0.20,         0,         0
      2.00,     51.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
      2.00,     52.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
      2.00,     53.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
      2.00,     54.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
      2.00,     55.00,         0,         0,         0,      0.40,         0,         0,         0,         0,         0,      0.15,         0,         0,         0,      2.00,         0,      0.35,         0,         0,         0,         0,         0,      0.10,         0,         0
      2.00,     56.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
      2.00,     57.00,         0,         0,         0,      1.20,         0,         0,         0,         0,         0,      0.45,         0,         0,         0,         0,         0,      1.05,         0,         0,         0,         0,         0,      0.30,         0,         0
      2.00,     58.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
      3.00,      1.00,         0,         0,         0,     15.60,         0,         0,         0,         0,         0,      5.85,         0,         0,         0,         0,         0,     13.65,         0,         0,         0,         0,         0,      3.90,         0,         0
      3.00,      2.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
      3.00,      3.00,    291.00,   1645.00,   1799.00,         0,         0,         0,    188.00,    437.00,    424.00,         0,         0,         0,    523.00,   1167.00,    987.00,         0,         0,         0,    290.00,    986.00,    843.00,         0,         0,         0
      3.00,      4.00,         0,         0,         0,      1.60,         0,         0,         0,         0,         0,      0.60,         0,         0,         0,         0,         0,      1.40,         0,         0,         0,         0,         0,      0.40,         0,         0
      3.00,      5.00,      8.00,     37.00,     35.00,         0,         0,         0,      6.00,     13.00,     21.00,         0,         0,         0,     14.00,     18.00,     48.00,         0,         0,         0,      7.00,     15.00,     25.00,         0,         0,         0
      3.00,      6.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
      3.00,      7.00,         0,         0,         0,      7.60,         0,         0,         0,         0,         0,      2.85,         0,         0,         0,      1.00,         0,      6.65,         0,         0,         0,         0,         0,      1.90,         0,         0
      3.00,      8.00,         0,         0,         0,      0.40,         0,         0,         0,         0,         0,      0.15,         0,         0,         0,         0,         0,      0.35,         0,         0,         0,         0,         0,      0.10,         0,         0
      3.00,      9.00,      8.00,     51.00,     40.00,      1.20,         0,         0,     19.00,     24.00,     32.00,      0.45,         0,         0,     33.00,     44.00,     62.00,      1.05,         0,         0,     18.00,     37.00,     29.00,      0.30,         0,         0
      3.00,     10.00,         0,         0,         0,      4.40,         0,         0,         0,         0,         0,      1.65,         0,         0,         0,         0,         0,      3.85,         0,         0,         0,         0,         0,      1.10,         0,         0
      3.00,     11.00,         0,         0,         0,      0.40,         0,         0,         0,         0,         0,      0.15,         0,         0,         0,         0,         0,      0.35,         0,         0,         0,         0,         0,      0.10,         0,         0
      3.00,     12.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
      3.00,     13.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
      3.00,     14.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
      3.00,     15.00,         0,         0,         0,      2.80,         0,         0,         0,         0,         0,      1.05,         0,         0,         0,         0,         0,      2.45,         0,         0,         0,         0,         0,      0.70,         0,         0
      3.00,     16.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
      3.00,     17.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
      3.00,     18.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
      3.00,     19.00,         0,         0,         0,      5.20,         0,         0,         0,         0,         0,      1.95,         0,         0,         0,         0,         0,      4.55,         0,         0,         0,         0,         0,      1.30,         0,         0
      3.00,     20.00,         0,         0,         0,      2.00,         0,         0,         0,         0,         0,      0.75,         0,         0,         0,         0,         0,      1.75,         0,         0,         0,         0,         0,      0.50,         0,         0
      3.00,     21.00,         0,         0,         0,      1.20,         0,         0,         0,         0,         0,      0.45,         0,         0,         0,         0,         0,      1.05,         0,         0,         0,         0,         0,      0.30,         0,         0
      3.00,     22.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
      3.00,     23.00,         0,         0,         0,      0.40,         0,         0,         0,         0,         0,      0.15,         0,         0,         0,         0,         0,      0.35,         0,         0,         0,         0,         0,      0.10,         0,         0
      3.00,     24.00,         0,         0,         0,      2.80,         0,         0,         0,         0,         0,      1.05,         0,         0,         0,         0,         0,      2.45,         0,         0,         0,         0,         0,      0.70,         0,         0
      3.00,     25.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
      3.00,     26.00,         0,         0,         0,      0.80,         0,         0,         0,         0,         0,      0.30,         0,         0,         0,         0,         0,      0.70,         0,         0,         0,         0,         0,      0.20,         0,         0
      3.00,     27.00,         0,         0,         0,      6.00,         0,         0,         0,         0,         0,      2.25,         0,         0,         0,         0,         0,      5.25,         0,         0,         0,         0,         0,      1.50,         0,         0
      3.00,     28.00,         0,         0,         0,      0.40,         0,         0,         0,         0,         0,      0.15,         0,         0,         0,         0,         0,      0.35,         0,         0,         0,         0,         0,      0.10,         0,         0
      3.00,     29.00,         0,      1.00,         0,      0.40,         0,         0,         0,         0,      2.00,      0.15,         0,         0,         0,      3.00,      1.00,      0.35,         0,         0,         0,         0,         0,      0.10,         0,         0
      3.00,     30.00,         0,         0,         0,      1.20,         0,         0,         0,         0,         0,      0.45,         0,         0,         0,         0,         0,      1.05,         0,         0,         0,         0,         0,      0.30,         0,         0
      3.00,     31.00,      2.00,     16.00,      8.00,         0,         0,         0,      4.00,     16.00,      5.00,         0,         0,         0,      6.00,     21.00,     16.00,         0,         0,         0,         0,     16.00,     12.00,         0,         0,         0
      3.00,     32.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
      3.00,     33.00,         0,         0,         0,      1.20,         0,         0,         0,         0,         0,      0.45,         0,         0,         0,         0,         0,      1.05,         0,         0,         0,         0,         0,      0.30,         0,         0
      3.00,     34.00,     23.00,     93.00,     85.00,      0.40,         0,         0,     43.00,     62.00,     67.00,      0.15,         0,         0,     92.00,    119.00,    145.00,      0.35,         0,         0,     41.00,     80.00,     88.00,      0.10,         0,         0
      3.00,     35.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
