O_County,D_County,LCV_SHT_OFF,MCV_SHT_OFF,HCV_SHT_OFF,HCV_LD_OFF,MCV_EXT_OFF,HCV_EXT_OFF,LCV_SHT_AM,MCV_SHT_AM,HCV_SHT_AM,HCV_LD_AM,MCV_EXT_AM,HCV_EXT_AM,LCV_SHT_MID,MCV_SHT_MID,HCV_SHT_MID,HCV_LD_MID,MCV_EXT_MID,HCV_EXT_MID,LCV_SHT_PM,MCV_SHT_PM,HCV_SHT_PM,HCV_LD_PM,MCV_EXT_PM,HCV_EXT_PM
     12.00,     28.00,         0,         0,         0,      2.00,         0,         0,         0,         0,         0,      0.75,         0,         0,         0,         0,         0,      1.75,         0,         0,         0,         0,         0,      0.50,         0,         0
     12.00,     29.00,         0,         0,         0,      0.80,         0,         0,         0,         0,         0,      0.30,         0,         0,         0,         0,         0,      0.70,         0,         0,         0,         0,         0,      0.20,         0,         0
     12.00,     30.00,         0,         0,         0,      2.00,         0,         0,         0,         0,         0,      0.75,         0,         0,         0,         0,         0,      1.75,         0,         0,         0,         0,         0,      0.50,         0,         0
     12.00,     31.00,         0,         0,         0,      0.40,         0,         0,         0,         0,         0,      0.15,         0,         0,         0,         0,         0,      0.35,         0,         0,         0,         0,         0,      0.10,         0,         0
     12.00,     32.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
     12.00,     33.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
     12.00,     34.00,         0,         0,         0,      2.80,         0,         0,         0,         0,         0,      1.05,         0,         0,         0,         0,         0,      2.45,         0,         0,         0,         0,         0,      0.70,         0,         0
     12.00,     35.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
     12.00,     36.00,         0,         0,         0,      0.40,         0,         0,         0,         0,         0,      0.15,         0,         0,         0,         0,         0,      0.35,         0,         0,         0,         0,         0,      0.10,         0,         0
     12.00,     37.00,         0,         0,         0,      0.40,         0,         0,         0,         0,         0,      0.15,         0,         0,         0,         0,         0,      0.35,         0,         0,         0,         0,         0,      0.10,         0,         0
     12.00,     38.00,         0,         0,         0,      2.40,         0,         0,         0,         0,         0,      0.90,         0,         0,         0,         0,         0,      2.10,         0,         0,         0,         0,         0,      0.60,         0,         0
     12.00,     39.00,         0,         0,         0,      4.80,         0,         0,         0,         0,         0,      1.80,         0,         0,         0,         0,         0,      4.20,         0,         0,         0,         0,         0,      1.20,         0,         0
     12.00,     40.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
     12.00,     41.00,         0,         0,         0,      4.00,         0,         0,         0,         0,         0,      1.50,         0,         0,         0,         0,         0,      3.50,         0,         0,         0,         0,         0,      1.00,         0,         0
     12.00,     42.00,         0,         0,         0,      0.40,         0,         0,         0,         0,         0,      0.15,         0,         0,         0,         0,         0,      0.35,         0,         0,         0,         0,         0,      0.10,         0,         0
     12.00,     43.00,         0,         0,         0,      6.80,         0,         0,         0,         0,         0,      2.55,         0,         0,         0,         0,         0,      5.95,         0,         0,         0,         0,         0,      1.70,         0,         0
     12.00,     44.00,         0,         0,         0,      0.40,         0,         0,         0,         0,         0,      0.15,         0,         0,         0,         0,         0,      0.35,         0,         0,         0,         0,         0,      0.10,         0,         0
     12.00,     45.00,         0,         0,         0,      3.60,         0,         0,         0,         0,         0,      1.35,         0,         0,         0,         0,         0,      3.15,         0,         0,         0,         0,         0,      0.90,         0,         0
     12.00,     46.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
     12.00,     47.00,         0,         0,         0,      1.20,         0,         0,         0,         0,         0,      0.45,         0,         0,         0,         0,         0,      1.05,         0,         0,         0,         0,         0,      0.30,         0,         0
     12.00,     48.00,         0,         0,         0,      1.20,         0,         0,         0,         0,         0,      0.45,         0,         0,         0,         0,         0,      1.05,         0,         0,         0,         0,         0,      0.30,         0,         0
     12.00,     49.00,         0,         0,         0,      5.20,         0,         0,         0,         0,         0,      1.95,         0,         0,         0,         0,         0,      4.55,         0,         0,         0,         0,         0,      1.30,         0,         0
     12.00,     50.00,         0,         0,         0,      0.40,         0,         0,         0,         0,         0,      0.15,         0,         0,         0,         0,         0,      0.35,         0,         0,         0,         0,         0,      0.10,         0,         0
     12.00,     51.00,         0,         0,         0,      1.60,         0,         0,         0,         0,         0,      0.60,         0,         0,         0,         0,         0,      1.40,         0,         0,         0,         0,         0,      0.40,         0,         0
     12.00,     52.00,         0,         0,         0,      1.20,         0,         0,         0,         0,         0,      0.45,         0,         0,         0,         0,         0,      1.05,         0,         0,         0,         0,         0,      0.30,         0,         0
     12.00,     53.00,      3.00,     13.00,     13.00,      2.80,         0,         0,         0,     12.00,     15.00,      1.05,         0,         0,         0,     35.00,     26.00,      2.45,         0,         0,      3.00,     19.00,     13.00,      0.70,         0,         0
     12.00,     54.00,         0,         0,         0,      0.40,         0,         0,         0,         0,         0,      0.15,         0,         0,         0,         0,         0,      0.35,         0,         0,         0,         0,         0,      0.10,         0,         0
     12.00,     55.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
     12.00,     56.00,         0,         0,         0,      0.40,         0,         0,         0,         0,         0,      0.15,         0,         0,         0,         0,         0,      0.35,         0,         0,         0,         0,         0,      0.10,         0,         0
     12.00,     57.00,         0,         0,         0,      2.40,         0,         0,         0,         0,         0,      0.90,         0,         0,         0,         0,         0,      2.10,         0,         0,         0,         0,         0,      0.60,         0,         0
     12.00,     58.00,         0,         0,         0,      0.80,         0,         0,         0,         0,         0,      0.30,         0,         0,         0,         0,         0,      0.70,         0,         0,         0,         0,         0,      0.20,         0,         0
     13.00,      1.00,         0,         0,         0,      3.60,         0,         0,         0,         0,         0,      1.35,         0,         0,         0,         0,         0,      3.15,         0,         0,         0,         0,         0,      0.90,         0,         0
     13.00,      2.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
     13.00,      3.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
     13.00,      4.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
     13.00,      5.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
     13.00,      6.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
     13.00,      7.00,         0,         0,         0,      1.60,         0,         0,         0,         0,         0,      0.60,         0,         0,         0,         0,         0,      1.40,         0,         0,         0,         0,         0,      0.40,         0,         0
     13.00,      8.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
     13.00,      9.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
     13.00,     10.00,         0,         0,         0,      3.20,         0,         0,         0,         0,         0,      1.20,         0,         0,         0,         0,         0,      2.80,         0,         0,         0,         0,         0,      0.80,         0,         0
     13.00,     11.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
     13.00,     12.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
     13.00,     13.00,   5592.00,   5854.00,   5329.00,      3.60,         0,         0,   6261.00,   2564.00,   2416.00,      1.35,         0,         0,  12194.00,   6877.00,   5572.00,      3.15,         0,         0,   6605.00,   4814.00,   3656.00,      0.90,         0,         0
     13.00,     14.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
     13.00,     15.00,         0,         0,         0,      5.20,         0,         0,         0,         0,         0,      1.95,         0,         0,         0,         0,         0,      4.55,         0,         0,         0,         0,         0,      1.30,         0,         0
     13.00,     16.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
     13.00,     17.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
     13.00,     18.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
     13.00,     19.00,         0,         0,         0,     82.00,         0,         0,         0,         0,         0,     30.75,         0,         0,         0,         0,         0,     71.75,         0,         0,         0,         0,         0,     20.50,         0,         0
     13.00,     20.00,         0,         0,         0,      1.20,         0,         0,         0,         0,         0,      0.45,         0,         0,         0,         0,         0,      1.05,         0,         0,         0,         0,         0,      0.30,         0,         0
     13.00,     21.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
     13.00,     22.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
     13.00,     23.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
     13.00,     24.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
     13.00,     25.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
     13.00,     26.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
     13.00,     27.00,         0,         0,         0,      1.60,         0,         0,         0,         0,         0,      0.60,         0,         0,         0,         0,         0,      1.40,         0,         0,         0,         0,         0,      0.40,         0,         0
     13.00,     28.00,         0,         0,         0,      1.60,         0,         0,         0,         0,         0,      0.60,         0,         0,         0,         0,         0,      1.40,         0,         0,         0,         0,         0,      0.40,         0,         0
     13.00,     29.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
     13.00,     30.00,         0,         0,         0,     31.60,         0,         0,         0,         0,         0,     11.85,         0,         0,         0,         0,         0,     27.65,         0,         0,         0,         0,         0,      7.90,         0,         0
     13.00,     31.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
     13.00,     32.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
     13.00,     33.00,      1.00,     16.00,     10.00,     43.20,         0,         0,         0,     18.00,     14.00,     16.20,         0,         0,         0,     41.00,     21.00,     37.80,         0,         0,      4.00,     17.00,     14.00,     10.80,         0,         0
     13.00,     34.00,         0,         0,         0,      0.40,         0,         0,         0,         0,         0,      0.15,         0,         0,         0,         0,         0,      0.35,         0,         0,         0,         0,         0,      0.10,         0,         0
     13.00,     35.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
     13.00,     36.00,         0,         0,         0,     27.60,         0,         0,         0,         0,         0,     10.35,         0,         0,         0,         0,         0,     24.15,         0,         0,         0,         0,         0,      6.90,         0,         0
     13.00,     37.00,         0,      3.00,      7.00,     76.80,         0,         0,      1.00,      4.00,      3.00,     28.80,         0,         0,      4.00,      9.00,     10.00,     67.20,         0,         0,      2.00,      4.00,      6.00,     19.20,         0,         0
     13.00,     38.00,         0,         0,         0,      2.40,         0,         0,         0,         0,         0,      0.90,         0,         0,         0,         0,         0,      2.10,         0,         0,         0,         0,         0,      0.60,         0,         0
     13.00,     39.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
     13.00,     40.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
     13.00,     41.00,         0,         0,         0,      0.40,         0,         0,         0,         0,         0,      0.15,         0,         0,         0,         0,         0,      0.35,         0,         0,         0,         0,         0,      0.10,         0,         0
     13.00,     42.00,         0,         0,         0,      1.60,         0,         0,         0,         0,         0,      0.60,         0,         0,         0,         0,         0,      1.40,         0,         0,         0,         0,         0,      0.40,         0,         0
     13.00,     43.00,         0,         0,         0,      8.00,         0,         0,         0,         0,         0,      3.00,         0,         0,         0,         0,         0,      7.00,         0,         0,         0,         0,         0,      2.00,         0,         0
     13.00,     44.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
     13.00,     45.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
     13.00,     46.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
     13.00,     47.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
     13.00,     48.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
     13.00,     49.00,         0,         0,         0,      0.80,         0,         0,         0,         0,         0,      0.30,         0,         0,         0,         0,         0,      0.70,         0,         0,         0,         0,         0,      0.20,         0,         0
     13.00,     50.00,         0,         0,         0,      0.40,         0,         0,         0,         0,         0,      0.15,         0,         0,         0,         0,         0,      0.35,         0,         0,         0,         0,         0,      0.10,         0,         0
     13.00,     51.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
     13.00,     52.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
     13.00,     53.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
     13.00,     54.00,         0,         0,         0,      1.20,         0,         0,         0,         0,         0,      0.45,         0,         0,         0,         0,         0,      1.05,         0,         0,         0,         0,         0,      0.30,         0,         0
     13.00,     55.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
     13.00,     56.00,         0,         0,         0,      3.20,         0,         0,         0,         0,         0,      1.20,         0,         0,         0,         0,         0,      2.80,         0,         0,         0,         0,         0,      0.80,         0,         0
     13.00,     57.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
     13.00,     58.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
     14.00,      1.00,         0,         0,         0,      1.60,         0,         0,         0,         0,         0,      0.60,         0,         0,         0,         0,         0,      1.40,         0,         0,         0,         0,         0,      0.40,         0,         0
     14.00,      2.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
     14.00,      3.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
     14.00,      4.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
     14.00,      5.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
     14.00,      6.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
     14.00,      7.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
     14.00,      8.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
     14.00,      9.00,         0,         0,         0,      0.40,         0,         0,         0,         0,         0,      0.15,         0,         0,         0,         0,         0,      0.35,         0,         0,         0,         0,         0,      0.10,         0,         0
     14.00,     10.00,         0,         0,         0,      1.60,         0,         0,         0,         0,         0,      0.60,         0,         0,         0,         0,         0,      1.40,         0,         0,         0,         0,         0,      0.40,         0,         0
     14.00,     11.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
     14.00,     12.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
     14.00,     13.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
     14.00,     14.00,    625.00,   1031.00,   1148.00,      1.20,         0,         0,    483.00,    232.00,    378.00,      0.45,         0,         0,   1081.00,    792.00,   1010.00,      1.05,         0,         0,    727.00,    632.00,    765.00,      0.30,         0,         0
     14.00,     15.00,         0,         0,         0,      4.40,         0,         0,         0,         0,         0,      1.65,         0,         0,         0,         0,         0,      3.85,         0,         0,         0,         0,         0,      1.10,         0,         0
     14.00,     16.00,         0,         0,         0,      0.80,         0,         0,         0,         0,         0,      0.30,         0,         0,         0,         0,         0,      0.70,         0,         0,         0,         0,         0,      0.20,         0,         0
     14.00,     17.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
     14.00,     18.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
     14.00,     19.00,         0,         0,         0,     13.60,         0,         0,         0,         0,         0,      5.10,         0,         0,         0,         0,         0,     11.90,         0,         0,         0,         0,         0,      3.40,         0,         0
     14.00,     20.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
     14.00,     21.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
     14.00,     22.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
     14.00,     23.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
     14.00,     24.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
     14.00,     25.00,         0,         0,         0,      0.80,         0,         0,         0,         0,         0,      0.30,         0,         0,         0,         0,         0,      0.70,         0,         0,         0,         0,         0,      0.20,         0,         0
     14.00,     26.00,     35.00,     46.00,     53.00,         0,         0,         0,     24.00,     27.00,     20.00,         0,         0,         0,     51.00,     45.00,     51.00,         0,         0,         0,     19.00,     30.00,     47.00,         0,         0,         0
     14.00,     27.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
     14.00,     28.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
     14.00,     29.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
     14.00,     30.00,         0,         0,         0,      8.40,         0,         0,         0,         0,         0,      3.15,         0,         0,         0,         0,         0,      7.35,         0,         0,         0,         0,         0,      2.10,         0,         0
     14.00,     31.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
     14.00,     32.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
     14.00,     33.00,         0,         0,         0,      2.80,         0,         0,         0,         0,         0,      1.05,         0,         0,         0,         0,         0,      2.45,         0,         0,         0,         0,         0,      0.70,         0,         0
     14.00,     34.00,         0,         0,         0,      2.40,         0,         0,         0,         0,         0,      0.90,         0,         0,         0,         0,         0,      2.10,         0,         0,         0,         0,         0,      0.60,         0,         0
     14.00,     35.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
     14.00,     36.00,         0,         0,         0,      2.80,         0,         0,         0,         0,         0,      1.05,         0,         0,         0,         0,         0,      2.45,         0,         0,         0,         0,         0,      0.70,         0,         0
     14.00,     37.00,         0,         0,         0,      6.40,         0,         0,         0,         0,         0,      2.40,         0,         0,         0,         0,         0,      5.60,         0,         0,         0,         0,         0,      1.60,         0,         0
     14.00,     38.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
     14.00,     39.00,         0,         0,         0,      1.60,         0,         0,         0,         0,         0,      0.60,         0,         0,         0,         0,         0,      1.40,         0,         0,         0,         0,         0,      0.40,         0,         0
     14.00,     40.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
     14.00,     41.00,         0,         0,         0,      0.40,         0,         0,         0,         0,         0,      0.15,         0,         0,         0,         0,         0,      0.35,         0,         0,         0,         0,         0,      0.10,         0,         0
     14.00,     42.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
     14.00,     43.00,         0,         0,         0,      0.40,         0,         0,         0,         0,         0,      0.15,         0,         0,         0,         0,         0,      0.35,         0,         0,         0,         0,         0,      0.10,         0,         0
     14.00,     44.00,         0,         0,         0,      1.20,         0,         0,         0,         0,         0,      0.45,         0,         0,         0,         0,         0,      1.05,         0,         0,         0,         0,         0,      0.30,         0,         0
     14.00,     45.00,         0,         0,         0,      1.20,         0,         0,         0,         0,         0,      0.45,         0,         0,         0,         0,         0,      1.05,         0,         0,         0,         0,         0,      0.30,         0,         0
     14.00,     46.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
     14.00,     47.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
     14.00,     48.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
     14.00,     49.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
     14.00,     50.00,         0,         0,         0,      0.40,         0,         0,         0,         0,         0,      0.15,         0,         0,         0,         0,         0,      0.35,         0,         0,         0,         0,         0,      0.10,         0,         0
     14.00,     51.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
     14.00,     52.00,         0,         0,         0,      3.20,         0,         0,         0,         0,         0,      1.20,         0,         0,         0,         0,         0,      2.80,         0,         0,         0,         0,         0,      0.80,         0,         0
     14.00,     53.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
     14.00,     54.00,         0,         0,         0,      1.20,         0,         0,         0,         0,         0,      0.45,         0,         0,         0,         0,         0,      1.05,         0,         0,         0,         0,         0,      0.30,         0,         0
     14.00,     55.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
     14.00,     56.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
     14.00,     57.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
     14.00,     58.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
     15.00,      1.00,         0,         0,         0,    101.20,         0,         0,         0,         0,         0,     37.95,         0,         0,         0,         0,         0,     88.55,         0,         0,         0,         0,         0,     25.30,         0,         0
     15.00,      2.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
     15.00,      3.00,         0,         0,         0,      1.20,         0,         0,         0,         0,         0,      0.45,         0,         0,         0,         0,         0,      1.05,         0,         0,         0,         0,         0,      0.30,         0,         0
     15.00,      4.00,         0,         0,         0,      2.80,         0,         0,         0,         0,         0,      1.05,         0,         0,         0,         0,         0,      2.45,         0,         0,         0,         0,         0,      0.70,         0,         0
     15.00,      5.00,         0,         0,         0,      1.20,         0,         0,         0,         0,         0,      0.45,         0,         0,         0,         0,         0,      1.05,         0,         0,         0,         0,         0,      0.30,         0,         0
     15.00,      6.00,         0,         0,         0,      0.80,         0,         0,         0,         0,         0,      0.30,         0,         0,         0,         0,         0,      0.70,         0,         0,         0,         0,         0,      0.20,         0,         0
     15.00,      7.00,         0,         0,         0,     64.00,         0,         0,         0,         0,         0,     24.00,         0,         0,         0,         0,         0,     56.00,         0,         0,         0,         0,         0,     16.00,         0,         0
     15.00,      8.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
     15.00,      9.00,         0,         0,         0,      1.60,         0,         0,         0,         0,         0,      0.60,         0,         0,         0,         0,         0,      1.40,         0,         0,         0,         0,         0,      0.40,         0,         0
     15.00,     10.00,         0,      5.00,      2.00,    278.80,         0,         0,         0,      4.00,      3.00,    104.55,         0,         0,         0,      5.00,      6.00,    243.95,         0,         0,         0,      4.00,      4.00,     69.70,         0,         0
