"CY","zip","Daily.kgH2","country"
2023,95240,60,"USA"
2024,95240,80,"USA"
2025,95240,110,"USA"
2026,95240,140,"USA"
2027,95240,180,"USA"
2028,95240,220,"USA"
2029,95240,260,"USA"
2030,95240,310,"USA"
2018,95304,0,"USA"
2019,95304,0,"USA"
2020,95304,30,"USA"
2021,95304,60,"USA"
2022,95304,120,"USA"
2023,95304,180,"USA"
2024,95304,240,"USA"
2025,95304,330,"USA"
2026,95304,420,"USA"
2027,95304,540,"USA"
2028,95304,660,"USA"
2029,95304,780,"USA"
2030,95304,930,"USA"
2018,95307,0,"USA"
2019,95307,0,"USA"
2020,95307,0,"USA"
2021,95307,0,"USA"
2022,95307,0,"USA"
2023,95307,0,"USA"
2024,95307,0,"USA"
2025,95307,7.5,"USA"
2026,95307,22.5,"USA"
2027,95307,37.5,"USA"
2028,95307,52.5,"USA"
2029,95307,75,"USA"
2030,95307,97.5,"USA"
2018,95330,0,"USA"
2019,95330,0,"USA"
2020,95330,20,"USA"
2021,95330,40,"USA"
2022,95330,80,"USA"
2023,95330,120,"USA"
2024,95330,160,"USA"
2025,95330,220,"USA"
2026,95330,280,"USA"
2027,95330,360,"USA"
2028,95330,440,"USA"
2029,95330,520,"USA"
2030,95330,620,"USA"
2018,95336,0,"USA"
2019,95336,0,"USA"
2020,95336,20,"USA"
2021,95336,40,"USA"
2022,95336,80,"USA"
2023,95336,120,"USA"
2024,95336,160,"USA"
2025,95336,220,"USA"
2026,95336,280,"USA"
2027,95336,360,"USA"
2028,95336,440,"USA"
2029,95336,520,"USA"
2030,95336,620,"USA"
2018,95337,0,"USA"
2019,95337,0,"USA"
2020,95337,10,"USA"
2021,95337,20,"USA"
2022,95337,40,"USA"
2023,95337,60,"USA"
2024,95337,80,"USA"
2025,95337,110,"USA"
2026,95337,140,"USA"
2027,95337,180,"USA"
2028,95337,220,"USA"
2029,95337,260,"USA"
2030,95337,310,"USA"
2018,95340,0,"USA"
2019,95340,0,"USA"
2020,95340,0,"USA"
2021,95340,0,"USA"
2022,95340,0,"USA"
2023,95340,0,"USA"
2024,95340,0,"USA"
2025,95340,15,"USA"
2026,95340,45,"USA"
2027,95340,75,"USA"
2028,95340,105,"USA"
2029,95340,150,"USA"
2030,95340,195,"USA"
2018,95351,0,"USA"
2019,95351,0,"USA"
2020,95351,0,"USA"
2021,95351,0,"USA"
2022,95351,0,"USA"
2023,95351,0,"USA"
2024,95351,0,"USA"
2025,95351,7.5,"USA"
2026,95351,22.5,"USA"
2027,95351,37.5,"USA"
2028,95351,52.5,"USA"
2029,95351,75,"USA"
2030,95351,97.5,"USA"
2018,95360,0,"USA"
2019,95360,0,"USA"
2020,95360,10,"USA"
2021,95360,20,"USA"
2022,95360,40,"USA"
2023,95360,60,"USA"
2024,95360,80,"USA"
2025,95360,110,"USA"
2026,95360,140,"USA"
2027,95360,180,"USA"
2028,95360,220,"USA"
2029,95360,260,"USA"
2030,95360,310,"USA"
2018,95376,0,"USA"
2019,95376,0,"USA"
2020,95376,10,"USA"
2021,95376,20,"USA"
2022,95376,40,"USA"
2023,95376,60,"USA"
2024,95376,80,"USA"
2025,95376,110,"USA"
2026,95376,140,"USA"
2027,95376,180,"USA"
2028,95376,220,"USA"
2029,95376,260,"USA"
2030,95376,310,"USA"
2018,95391,0,"USA"
2019,95391,0,"USA"
2020,95391,10,"USA"
2021,95391,20,"USA"
2022,95391,40,"USA"
2023,95391,60,"USA"
2024,95391,80,"USA"
2025,95391,110,"USA"
2026,95391,140,"USA"
2027,95391,180,"USA"
2028,95391,220,"USA"
2029,95391,260,"USA"
2030,95391,310,"USA"
2018,95403,0,"USA"
2019,95403,0,"USA"
2020,95403,10.7913669064748,"USA"
2021,95403,21.5827338129496,"USA"
2022,95403,43.1654676258993,"USA"
2023,95403,64.7482014388489,"USA"
2024,95403,86.3309352517986,"USA"
2025,95403,126.205035971223,"USA"
2026,95403,173.579136690647,"USA"
2027,95403,220.953237410072,"USA"
2028,95403,279.118705035971,"USA"
2029,95403,344.784172661871,"USA"
2030,95403,421.241007194245,"USA"
2018,95437,0,"USA"
2019,95437,0,"USA"
2020,95437,0,"USA"
2021,95437,0,"USA"
2022,95437,0,"USA"
2023,95437,0,"USA"
2024,95437,0,"USA"
2025,95437,7.5,"USA"
2026,95437,22.5,"USA"
2027,95437,37.5,"USA"
2028,95437,52.5,"USA"
2029,95437,75,"USA"
2030,95437,97.5,"USA"
2018,95453,0,"USA"
2019,95453,0,"USA"
2020,95453,0,"USA"
2021,95453,0,"USA"
2022,95453,0,"USA"
2023,95453,0,"USA"
2024,95453,0,"USA"
2025,95453,7.5,"USA"
2026,95453,22.5,"USA"
2027,95453,37.5,"USA"
2028,95453,52.5,"USA"
2029,95453,75,"USA"
2030,95453,97.5,"USA"
2018,95482,0,"USA"
2019,95482,0,"USA"
2020,95482,0,"USA"
2021,95482,0,"USA"
2022,95482,0,"USA"
2023,95482,0,"USA"
2024,95482,0,"USA"
2025,95482,15,"USA"
2026,95482,45,"USA"
2027,95482,75,"USA"
2028,95482,105,"USA"
2029,95482,150,"USA"
2030,95482,195,"USA"
2018,95501,0,"USA"
2019,95501,0,"USA"
2020,95501,0,"USA"
2021,95501,0,"USA"
2022,95501,0,"USA"
2023,95501,0,"USA"
2024,95501,0,"USA"
2025,95501,15,"USA"
2026,95501,45,"USA"
2027,95501,75,"USA"
2028,95501,105,"USA"
2029,95501,150,"USA"
2030,95501,195,"USA"
2018,95531,0,"USA"
2019,95531,0,"USA"
2020,95531,0,"USA"
2021,95531,0,"USA"
2022,95531,0,"USA"
2023,95531,0,"USA"
2024,95531,0,"USA"
2025,95531,7.5,"USA"
2026,95531,22.5,"USA"
2027,95531,37.5,"USA"
2028,95531,52.5,"USA"
2029,95531,75,"USA"
2030,95531,97.5,"USA"
2018,95655,0,"USA"
2019,95655,0,"USA"
2020,95655,10,"USA"
2021,95655,20,"USA"
2022,95655,40,"USA"
2023,95655,60,"USA"
2024,95655,80,"USA"
2025,95655,110,"USA"
2026,95655,140,"USA"
2027,95655,180,"USA"
2028,95655,220,"USA"
2029,95655,260,"USA"
2030,95655,310,"USA"
2018,95670,0,"USA"
2019,95670,0,"USA"
2020,95670,0,"USA"
2021,95670,0,"USA"
2022,95670,0,"USA"
2023,95670,0,"USA"
2024,95670,0,"USA"
2025,95670,7.5,"USA"
2026,95670,22.5,"USA"
2027,95670,37.5,"USA"
2028,95670,52.5,"USA"
2029,95670,75,"USA"
2030,95670,97.5,"USA"
2018,95677,0,"USA"
2019,95677,0,"USA"
2020,95677,0,"USA"
2021,95677,0,"USA"
2022,95677,0,"USA"
2023,95677,0,"USA"
2024,95677,0,"USA"
2025,95677,7.5,"USA"
2026,95677,22.5,"USA"
2027,95677,37.5,"USA"
2028,95677,52.5,"USA"
2029,95677,75,"USA"
2030,95677,97.5,"USA"
2018,95691,45,"USA"
2019,95691,330,"USA"
2020,95691,847.5,"USA"
2021,95691,1582.5,"USA"
2022,95691,2557.5,"USA"
2023,95691,2595,"USA"
2024,95691,2595,"USA"
2025,95691,2610,"USA"
2026,95691,2595,"USA"
2027,95691,2572.5,"USA"
2028,95691,2557.5,"USA"
2029,95691,2535,"USA"
2030,95691,2482.5,"USA"
2018,95765,0,"USA"
2019,95765,0,"USA"
2020,95765,0,"USA"
2021,95765,0,"USA"
2022,95765,0,"USA"
2023,95765,0,"USA"
2024,95765,0,"USA"
2025,95765,7.5,"USA"
2026,95765,22.5,"USA"
2027,95765,37.5,"USA"
2028,95765,52.5,"USA"
2029,95765,75,"USA"
2030,95765,97.5,"USA"
2018,95816,0,"USA"
2019,95816,0,"USA"
2020,95816,10.7913669064748,"USA"
2021,95816,21.5827338129496,"USA"
2022,95816,43.1654676258993,"USA"
2023,95816,64.7482014388489,"USA"
2024,95816,86.3309352517986,"USA"
2025,95816,118.705035971223,"USA"
2026,95816,151.079136690647,"USA"
2027,95816,183.453237410072,"USA"
2028,95816,226.618705035971,"USA"
2029,95816,269.784172661871,"USA"
2030,95816,323.741007194245,"USA"
2018,95827,0,"USA"
2019,95827,0,"USA"
2020,95827,0,"USA"
2021,95827,0,"USA"
2022,95827,0,"USA"
2023,95827,0,"USA"
2024,95827,0,"USA"
2025,95827,7.5,"USA"
2026,95827,22.5,"USA"
2027,95827,37.5,"USA"
2028,95827,52.5,"USA"
2029,95827,75,"USA"
2030,95827,97.5,"USA"
2018,95837,0,"USA"
2019,95837,0,"USA"
2020,95837,10,"USA"
2021,95837,20,"USA"
2022,95837,40,"USA"
2023,95837,60,"USA"
2024,95837,777.5,"USA"
2025,95837,1362.5,"USA"
2026,95837,1392.5,"USA"
2027,95837,1440,"USA"
2028,95837,1480,"USA"
2029,95837,1527.5,"USA"
2030,95837,1585,"USA"
2018,95838,0,"USA"
2019,95838,0,"USA"
2020,95838,0,"USA"
2021,95838,0,"USA"
2022,95838,0,"USA"
2023,95838,1147.5,"USA"
2024,95838,1860,"USA"
2025,95838,2407.5,"USA"
2026,95838,2392.5,"USA"
2027,95838,2392.5,"USA"
2028,95838,2377.5,"USA"
2029,95838,2377.5,"USA"
2030,95838,2370,"USA"
2018,95901,0,"USA"
2019,95901,0,"USA"
2020,95901,0,"USA"
2021,95901,0,"USA"
2022,95901,0,"USA"
2023,95901,0,"USA"
2024,95901,0,"USA"
2025,95901,7.5,"USA"
2026,95901,22.5,"USA"
2027,95901,37.5,"USA"
2028,95901,52.5,"USA"
2029,95901,75,"USA"
2030,95901,97.5,"USA"
2018,95928,0,"USA"
2019,95928,0,"USA"
2020,95928,0,"USA"
2021,95928,0,"USA"
2022,95928,0,"USA"
2023,95928,0,"USA"
2024,95928,0,"USA"
2025,95928,7.5,"USA"
2026,95928,22.5,"USA"
2027,95928,37.5,"USA"
2028,95928,52.5,"USA"
2029,95928,75,"USA"
2030,95928,97.5,"USA"
2018,95945,0,"USA"
2019,95945,0,"USA"
2020,95945,0,"USA"
2021,95945,0,"USA"
2022,95945,0,"USA"
2023,95945,0,"USA"
2024,95945,0,"USA"
2025,95945,15,"USA"
2026,95945,45,"USA"
2027,95945,75,"USA"
2028,95945,105,"USA"
2029,95945,150,"USA"
2030,95945,195,"USA"
2018,95971,0,"USA"
2019,95971,0,"USA"
2020,95971,0,"USA"
2021,95971,0,"USA"
2022,95971,0,"USA"
2023,95971,0,"USA"
2024,95971,0,"USA"
2025,95971,7.5,"USA"
2026,95971,22.5,"USA"
2027,95971,37.5,"USA"
2028,95971,52.5,"USA"
2029,95971,75,"USA"
2030,95971,97.5,"USA"
2018,95973,0,"USA"
2019,95973,0,"USA"
2020,95973,0,"USA"
2021,95973,0,"USA"
2022,95973,0,"USA"
2023,95973,0,"USA"
2024,95973,0,"USA"
2025,95973,7.5,"USA"
2026,95973,22.5,"USA"
2027,95973,37.5,"USA"
2028,95973,52.5,"USA"
2029,95973,75,"USA"
2030,95973,97.5,"USA"
2018,95991,0,"USA"
2019,95991,0,"USA"
2020,95991,0,"USA"
2021,95991,0,"USA"
2022,95991,0,"USA"
2023,95991,0,"USA"
2024,95991,0,"USA"
2025,95991,7.5,"USA"
2026,95991,22.5,"USA"
2027,95991,37.5,"USA"
2028,95991,52.5,"USA"
2029,95991,75,"USA"
2030,95991,97.5,"USA"
2018,96002,0,"USA"
2019,96002,0,"USA"
2020,96002,0,"USA"
2021,96002,0,"USA"
2022,96002,0,"USA"
2023,96002,0,"USA"
2024,96002,0,"USA"
2025,96002,7.5,"USA"
2026,96002,22.5,"USA"
2027,96002,37.5,"USA"
2028,96002,52.5,"USA"
2029,96002,75,"USA"
2030,96002,97.5,"USA"
2018,96007,0,"USA"
2019,96007,0,"USA"
2020,96007,0,"USA"
2021,96007,0,"USA"
2022,96007,0,"USA"
2023,96007,0,"USA"
2024,96007,0,"USA"
2025,96007,7.5,"USA"
2026,96007,22.5,"USA"
2027,96007,37.5,"USA"
2028,96007,52.5,"USA"
2029,96007,75,"USA"
2030,96007,97.5,"USA"
2018,96097,0,"USA"
2019,96097,0,"USA"
2020,96097,0,"USA"
2021,96097,0,"USA"
2022,96097,0,"USA"
2023,96097,0,"USA"
2024,96097,0,"USA"
2025,96097,7.5,"USA"
2026,96097,22.5,"USA"
2027,96097,37.5,"USA"
2028,96097,52.5,"USA"
2029,96097,75,"USA"
2030,96097,97.5,"USA"
2018,96130,0,"USA"
2019,96130,0,"USA"
2020,96130,0,"USA"
2021,96130,0,"USA"
2022,96130,0,"USA"
2023,96130,0,"USA"
2024,96130,0,"USA"
2025,96130,7.5,"USA"
2026,96130,22.5,"USA"
2027,96130,37.5,"USA"
2028,96130,52.5,"USA"
2029,96130,75,"USA"
2030,96130,97.5,"USA"
2018,96150,0,"USA"
2019,96150,0,"USA"
2020,96150,0,"USA"
2021,96150,0,"USA"
2022,96150,0,"USA"
2023,96150,0,"USA"
2024,96150,0,"USA"
2025,96150,7.5,"USA"
2026,96150,22.5,"USA"
2027,96150,37.5,"USA"
2028,96150,52.5,"USA"
2029,96150,75,"USA"
2030,96150,97.5,"USA"
