path_id,refuel_at,fuel_km
119,19,120.0
119,44,223.0
119,67,207.0
120,19,120.0
120,44,223.0
120,67,207.0
121,17,174.0
121,67,207.0
121,44,229.0
122,44,229.0
122,34,122.0
122,32,22.0
122,67,207.0
122,17,174.0
123,44,229.0
123,17,174.0
123,67,207.0
124,17,120.0
124,67,207.0
124,44,229.0
125,44,229.0
125,34,122.0
125,17,120.0
125,32,22.0
125,67,207.0
126,17,120.0
126,44,229.0
126,67,207.0
127,19,106.0
127,67,207.0
127,44,223.0
127,4,131.0
127,72,216.0
128,67,207.0
128,34,122.0
128,4,131.0
128,19,106.0
128,32,22.0
128,72,216.0
128,44,223.0
129,44,223.0
129,19,106.0
129,4,131.0
129,67,207.0
129,72,216.0
130,67,207.0
130,72,168.0
130,4,131.0
130,19,106.0
130,44,223.0
131,19,106.0
131,4,131.0
131,44,223.0
131,32,22.0
131,67,207.0
131,34,122.0
131,72,168.0
132,67,207.0
132,4,131.0
132,19,106.0
132,72,168.0
132,44,223.0
133,44,229.0
133,18,145.0
133,17,39.0
133,67,207.0
133,34,122.0
134,67,207.0
134,34,122.0
134,17,39.0
134,18,120.0
134,44,229.0
135,67,207.0
135,17,39.0
135,18,163.0
135,34,122.0
135,44,229.0
136,67,129.0
136,63,234.0
136,34,122.0
137,32,147.0
138,32,132.0
139,34,125.0
140,44,223.0
140,67,207.0
140,34,122.0
140,19,228.0
141,44,223.0
141,19,211.0
141,34,122.0
141,67,207.0
142,67,207.0
142,44,223.0
142,34,122.0
142,19,194.0
143,34,184.0
144,70,184.0
145,44,229.0
145,67,207.0
145,17,193.0
145,34,122.0
146,17,190.0
146,67,207.0
146,44,229.0
146,34,122.0
147,19,120.0
147,44,223.0
147,34,122.0
147,67,207.0
148,34,122.0
148,44,229.0
148,17,174.0
148,67,207.0
149,34,122.0
149,67,207.0
149,44,229.0
149,17,120.0
150,72,216.0
150,67,207.0
150,44,223.0
150,34,122.0
150,19,106.0
150,4,131.0
151,19,106.0
151,4,131.0
151,72,168.0
151,34,122.0
151,44,223.0
151,67,207.0
152,11,202.0
153,11,107.0
153,18,120.0
154,11,184.0
155,19,88.0
155,51,233.0
156,19,223.0
156,44,207.0
156,67,239.0
157,34,22.0
157,32,132.0
157,67,122.0
157,44,207.0
157,19,223.0
158,67,237.0
158,44,207.0
158,19,223.0
159,44,207.0
159,19,223.0
159,67,122.0
159,34,182.0
162,34,184.0
162,67,122.0
162,19,223.0
162,44,207.0
163,34,125.0
163,44,207.0
163,67,122.0
163,70,184.0
163,19,223.0
164,11,221.0
165,11,224.0
166,19,120.0
167,11,240.0
168,17,120.0
168,11,107.0
168,18,39.0
169,4,131.0
169,72,216.0
170,4,131.0
170,72,168.0
171,4,44.0
171,11,202.0
172,11,202.0
173,4,44.0
173,11,107.0
173,18,120.0
174,18,120.0
174,11,107.0
175,4,44.0
175,11,184.0
176,11,184.0
177,19,88.0
177,51,233.0
178,51,233.0
178,19,88.0
179,67,239.0
179,19,223.0
179,44,207.0
180,19,223.0
180,67,239.0
180,44,207.0
181,67,122.0
181,44,207.0
181,34,22.0
181,32,132.0
181,19,223.0
182,44,207.0
182,32,132.0
182,19,223.0
182,67,122.0
182,34,22.0
183,67,237.0
183,19,223.0
183,44,207.0
184,67,237.0
184,19,223.0
184,44,207.0
185,34,182.0
185,67,122.0
185,19,223.0
185,44,207.0
186,67,122.0
186,34,182.0
186,44,207.0
186,19,223.0
191,19,223.0
191,67,122.0
191,34,184.0
191,44,207.0
192,19,223.0
192,34,184.0
192,44,207.0
192,67,122.0
193,19,223.0
193,44,207.0
193,34,125.0
193,70,184.0
193,67,122.0
194,19,223.0
194,70,184.0
194,34,125.0
194,44,207.0
194,67,122.0
195,11,221.0
195,4,44.0
196,11,221.0
197,4,44.0
197,11,224.0
198,11,224.0
199,19,120.0
200,19,120.0
201,11,240.0
201,4,44.0
202,11,240.0
203,18,39.0
203,11,107.0
203,4,44.0
203,17,120.0
204,11,107.0
204,18,39.0
204,17,120.0
205,4,131.0
205,72,216.0
206,72,216.0
206,4,131.0
207,72,168.0
207,4,131.0
208,72,168.0
208,4,131.0
209,67,207.0
209,17,39.0
209,44,229.0
209,34,122.0
209,18,145.0
210,17,39.0
210,44,229.0
210,34,122.0
210,67,207.0
210,18,120.0
211,67,207.0
211,17,39.0
211,34,122.0
211,44,229.0
211,18,163.0
212,34,122.0
212,63,234.0
212,67,129.0
213,34,165.0
214,32,132.0
214,34,22.0
215,34,125.0
216,34,182.0
217,19,228.0
217,44,223.0
217,34,122.0
217,67,207.0
218,44,223.0
218,34,122.0
218,67,207.0
218,19,211.0
219,34,122.0
219,67,207.0
219,19,194.0
219,44,223.0
220,34,125.0
220,70,184.0
221,17,193.0
221,67,207.0
221,34,122.0
221,44,229.0
222,17,190.0
222,34,122.0
222,67,207.0
222,44,229.0
223,34,122.0
223,67,207.0
223,44,223.0
223,19,120.0
224,44,229.0
224,67,207.0
224,34,122.0
224,17,174.0
225,67,207.0
225,34,122.0
225,17,120.0
225,44,229.0
226,19,106.0
226,4,131.0
226,72,216.0
226,67,207.0
226,44,223.0
226,34,122.0
227,44,223.0
227,34,122.0
227,67,207.0
227,19,106.0
227,4,131.0
227,72,168.0
228,18,145.0
228,34,122.0
228,17,39.0
228,70,125.0
228,67,207.0
228,44,229.0
229,70,125.0
229,44,229.0
229,67,207.0
229,18,120.0
229,17,39.0
229,34,122.0
230,44,229.0
230,18,163.0
230,34,122.0
230,67,207.0
230,70,125.0
230,17,39.0
231,34,122.0
231,63,234.0
231,67,129.0
231,70,125.0
232,70,120.0
232,32,147.0
233,70,120.0
233,32,132.0
234,34,125.0
234,70,125.0
235,70,183.0
236,34,122.0
236,44,223.0
236,19,228.0
236,67,207.0
236,70,125.0
237,34,122.0
237,19,211.0
237,70,125.0
237,67,207.0
237,44,223.0
238,67,207.0
238,34,122.0
238,70,125.0
238,19,194.0
238,44,223.0
239,34,184.0
239,70,125.0
240,44,229.0
240,34,122.0
240,67,207.0
240,70,125.0
240,17,193.0
241,70,125.0
241,44,229.0
241,67,207.0
241,17,190.0
241,34,122.0
242,70,125.0
242,67,207.0
242,44,223.0
242,19,120.0
242,34,122.0
243,44,229.0
243,67,207.0
243,34,122.0
243,17,174.0
243,70,125.0
244,67,207.0
244,44,229.0
244,17,120.0
244,34,122.0
244,70,125.0
245,70,125.0
245,67,207.0
245,34,122.0
245,72,216.0
245,4,131.0
245,44,223.0
245,19,106.0
246,44,223.0
246,19,106.0
246,34,122.0
246,67,207.0
246,70,125.0
246,4,131.0
246,72,168.0
249,18,120.0
250,18,120.0
253,19,88.0
253,51,233.0
253,18,104.0
254,18,104.0
254,51,233.0
254,19,88.0
255,17,229.0
255,44,207.0
255,67,239.0
256,44,207.0
256,17,229.0
256,67,239.0
257,32,132.0
257,44,207.0
257,17,229.0
257,67,122.0
257,34,22.0
258,34,22.0
258,17,229.0
258,32,132.0
258,67,122.0
258,44,207.0
259,67,237.0
259,44,207.0
259,17,229.0
260,67,237.0
260,17,229.0
260,44,207.0
261,67,122.0
261,34,182.0
261,44,207.0
261,17,229.0
262,67,122.0
262,17,229.0
262,44,207.0
262,34,182.0
263,11,208.0
264,11,208.0
265,11,44.0
265,4,135.0
266,11,44.0
266,4,135.0
267,11,174.0
268,11,174.0
269,67,122.0
269,34,184.0
269,17,229.0
269,44,207.0
270,34,184.0
270,17,229.0
270,44,207.0
270,67,122.0
271,34,125.0
271,70,184.0
271,44,207.0
271,17,229.0
271,67,122.0
272,44,207.0
272,17,229.0
272,67,122.0
272,34,125.0
272,70,184.0
275,18,104.0
275,19,120.0
276,19,120.0
276,18,104.0
279,17,120.0
280,17,120.0
281,11,162.0
281,72,216.0
282,11,162.0
282,72,216.0
283,72,168.0
283,11,162.0
284,72,168.0
284,11,162.0
285,18,145.0
285,19,104.0
286,19,104.0
286,18,120.0
287,19,104.0
287,18,163.0
288,51,233.0
288,19,88.0
289,44,207.0
289,19,223.0
289,67,239.0
290,44,207.0
290,32,132.0
290,67,122.0
290,34,22.0
290,19,223.0
291,67,237.0
291,19,223.0
291,44,207.0
292,44,207.0
292,19,223.0
292,67,122.0
292,34,182.0
293,19,228.0
294,19,211.0
295,19,194.0
296,19,223.0
296,44,207.0
296,34,184.0
296,67,122.0
297,67,122.0
297,44,207.0
297,70,184.0
297,34,125.0
297,19,223.0
298,19,104.0
298,18,164.0
299,19,104.0
299,18,167.0
300,19,104.0
300,18,157.0
301,17,120.0
301,19,104.0
301,18,39.0
302,72,216.0
302,19,106.0
302,4,131.0
303,72,168.0
303,19,106.0
303,4,131.0
305,18,120.0
307,51,233.0
307,18,104.0
307,19,88.0
308,44,207.0
308,17,229.0
308,67,239.0
309,17,229.0
309,44,207.0
309,67,122.0
309,32,132.0
309,34,22.0
310,17,229.0
310,67,237.0
310,44,207.0
311,67,122.0
311,34,182.0
311,44,207.0
311,17,229.0
312,11,208.0
313,4,135.0
313,11,44.0
314,11,174.0
315,34,184.0
315,67,122.0
315,44,207.0
315,17,229.0
316,44,207.0
316,17,229.0
316,34,125.0
316,67,122.0
316,70,184.0
319,18,104.0
319,19,120.0
320,17,120.0
321,11,162.0
321,72,216.0
322,11,162.0
322,72,168.0
323,17,39.0
323,18,145.0
324,18,120.0
324,17,39.0
325,17,39.0
325,18,163.0
326,18,104.0
326,19,88.0
326,17,39.0
326,51,233.0
327,44,207.0
327,17,229.0
327,67,239.0
328,34,22.0
328,67,122.0
328,32,132.0
328,17,229.0
328,44,207.0
329,44,207.0
329,17,229.0
329,67,237.0
330,17,229.0
330,34,182.0
330,67,122.0
330,44,207.0
331,11,208.0
331,18,107.0
331,17,39.0
332,17,39.0
332,11,44.0
332,18,107.0
332,4,135.0
333,17,39.0
333,11,174.0
333,18,107.0
334,44,207.0
334,17,229.0
334,34,184.0
334,67,122.0
335,17,229.0
335,70,184.0
335,44,207.0
335,34,125.0
335,67,122.0
336,17,193.0
337,17,190.0
338,19,120.0
338,17,39.0
338,18,104.0
339,17,174.0
340,72,216.0
340,17,39.0
340,11,162.0
340,18,107.0
341,72,168.0
341,18,107.0
341,11,162.0
341,17,39.0
342,72,162.0
342,11,202.0
343,11,107.0
343,72,162.0
343,18,120.0
344,11,184.0
344,72,162.0
345,72,131.0
345,4,106.0
345,19,88.0
345,51,233.0
346,67,239.0
346,72,131.0
346,44,207.0
346,19,223.0
346,4,106.0
347,4,106.0
347,32,132.0
347,72,131.0
347,67,122.0
347,44,207.0
347,19,223.0
347,34,22.0
348,44,207.0
348,4,106.0
348,72,131.0
348,19,223.0
348,67,237.0
349,4,106.0
349,34,182.0
349,19,223.0
349,72,131.0
349,67,122.0
349,44,207.0
350,4,186.0
350,72,131.0
351,4,135.0
351,72,131.0
352,72,131.0
352,4,152.0
353,72,131.0
353,34,184.0
353,4,106.0
353,67,122.0
353,44,207.0
353,19,223.0
354,67,122.0
354,4,106.0
354,70,184.0
354,34,125.0
354,72,131.0
354,19,223.0
354,44,207.0
355,72,162.0
355,11,221.0
356,11,224.0
356,72,162.0
357,4,106.0
357,72,131.0
357,19,120.0
358,72,162.0
358,11,240.0
359,18,39.0
359,72,162.0
359,17,120.0
359,11,107.0
361,72,162.0
361,11,202.0
362,18,120.0
362,72,162.0
362,11,107.0
363,11,184.0
363,72,162.0
364,72,131.0
364,4,106.0
364,51,233.0
364,19,88.0
365,19,223.0
365,44,207.0
365,4,106.0
365,72,131.0
365,67,239.0
366,34,22.0
366,32,132.0
366,19,223.0
366,72,131.0
366,67,122.0
366,44,207.0
366,4,106.0
367,67,237.0
367,4,106.0
367,19,223.0
367,72,131.0
367,44,207.0
368,67,122.0
368,34,182.0
368,72,131.0
368,19,223.0
368,4,106.0
368,44,207.0
369,4,186.0
369,72,131.0
370,4,135.0
370,72,131.0
371,72,131.0
371,4,152.0
372,44,207.0
372,67,122.0
372,19,223.0
372,72,131.0
372,4,106.0
372,34,184.0
373,70,184.0
373,44,207.0
373,4,106.0
373,34,125.0
373,19,223.0
373,72,131.0
373,67,122.0
374,72,162.0
374,11,221.0
375,72,162.0
375,11,224.0
376,72,131.0
376,19,120.0
376,4,106.0
377,11,240.0
377,72,162.0
378,11,107.0
378,72,162.0
378,18,39.0
378,17,120.0
