hrs_node_id,kgH2
11,82305.77663900772
16,110838.00594819314
18,218493.23624068618
21,119768.8210687177
33,310999.0220399124
34,523376.2486389647
4,97600.16283499888
44,130855.92630036097
51,89004.95189216567
6,204342.13348284428
63,10782.011254886349
67,160679.1236983157
70,37250.09700106173
72,231776.121374195
