path_id,orig_node_id,dest_node_id,node_seq,node_id
65,5,25,8,52
65,5,25,9,53
65,5,25,10,54
65,5,25,11,25
66,6,25,0,6
66,6,25,1,49
66,6,25,2,19
66,6,25,3,50
66,6,25,4,23
66,6,25,5,51
66,6,25,6,24
66,6,25,7,52
66,6,25,8,53
66,6,25,9,54
66,6,25,10,25
67,37,25,0,37
67,37,25,1,36
67,37,25,2,34
67,37,25,3,35
67,37,25,4,38
67,37,25,5,27
67,37,25,6,68
67,37,25,7,67
67,37,25,8,22
67,37,25,9,66
67,37,25,10,26
67,37,25,11,65
67,37,25,12,64
67,37,25,13,63
67,37,25,14,62
67,37,25,15,61
67,37,25,16,60
67,37,25,17,59
67,37,25,18,58
67,37,25,19,57
67,37,25,20,56
67,37,25,21,55
67,37,25,22,25
68,39,25,0,39
68,39,25,1,70
68,39,25,2,33
68,39,25,3,34
68,39,25,4,35
68,39,25,5,38
68,39,25,6,27
68,39,25,7,68
68,39,25,8,67
68,39,25,9,22
68,39,25,10,66
68,39,25,11,26
68,39,25,12,65
68,39,25,13,64
68,39,25,14,63
68,39,25,15,62
68,39,25,16,61
68,39,25,17,60
68,39,25,18,59
68,39,25,19,58
68,39,25,20,57
68,39,25,21,56
68,39,25,22,55
68,39,25,23,25
69,14,25,0,14
69,14,25,1,13
69,14,25,2,18
69,14,25,3,20
69,14,25,4,19
69,14,25,5,50
69,14,25,6,23
69,14,25,7,51
69,14,25,8,24
69,14,25,9,52
69,14,25,10,53
69,14,25,11,54
69,14,25,12,25
70,15,25,0,15
70,15,25,1,14
70,15,25,2,13
70,15,25,3,18
70,15,25,4,20
70,15,25,5,19
70,15,25,6,50
70,15,25,7,23
70,15,25,8,51
70,15,25,9,24
70,15,25,10,52
70,15,25,11,53
70,15,25,12,54
70,15,25,13,25
71,19,25,0,19
71,19,25,1,50
71,19,25,2,23
71,19,25,3,51
71,19,25,4,24
71,19,25,5,52
71,19,25,6,53
71,19,25,7,54
71,19,25,8,25
72,16,25,0,16
72,16,25,1,41
72,16,25,2,18
72,16,25,3,20
72,16,25,4,19
72,16,25,5,50
72,16,25,6,23
72,16,25,7,51
72,16,25,8,24
72,16,25,9,52
72,16,25,10,53
72,16,25,11,54
72,16,25,12,25
73,17,25,0,17
73,17,25,1,18
73,17,25,2,20
73,17,25,3,19
73,17,25,4,50
73,17,25,5,23
73,17,25,6,51
73,17,25,7,24
73,17,25,8,52
73,17,25,9,53
73,17,25,10,54
73,17,25,11,25
74,1,25,0,1
74,1,25,1,76
74,1,25,2,75
74,1,25,3,2
74,1,25,4,74
74,1,25,5,73
74,1,25,6,72
74,1,25,7,71
74,1,25,8,3
74,1,25,9,4
74,1,25,10,5
74,1,25,11,6
74,1,25,12,49
74,1,25,13,19
74,1,25,14,50
74,1,25,15,23
74,1,25,16,51
74,1,25,17,24
74,1,25,18,52
74,1,25,19,53
74,1,25,20,54
74,1,25,21,25
75,2,25,0,2
75,2,25,1,74
75,2,25,2,73
75,2,25,3,72
75,2,25,4,71
75,2,25,5,3
75,2,25,6,4
75,2,25,7,5
75,2,25,8,6
75,2,25,9,49
75,2,25,10,19
75,2,25,11,50
75,2,25,12,23
75,2,25,13,51
75,2,25,14,24
75,2,25,15,52
75,2,25,16,53
75,2,25,17,54
75,2,25,18,25
76,13,29,0,13
76,13,29,1,18
76,13,29,2,17
76,13,29,3,42
76,13,29,4,21
76,13,29,5,43
76,13,29,6,44
76,13,29,7,45
76,13,29,8,46
76,13,29,9,47
76,13,29,10,48
76,13,29,11,22
76,13,29,12,67
76,13,29,13,68
76,13,29,14,27
76,13,29,15,28
76,13,29,16,29
77,13,31,0,13
77,13,31,1,18
77,13,31,2,17
77,13,31,3,42
77,13,31,4,21
77,13,31,5,43
77,13,31,6,44
77,13,31,7,45
77,13,31,8,46
77,13,31,9,47
77,13,31,10,48
77,13,31,11,22
77,13,31,12,67
77,13,31,13,68
77,13,31,14,27
77,13,31,15,38
77,13,31,16,35
77,13,31,17,34
77,13,31,18,32
77,13,31,19,31
78,13,35,0,13
78,13,35,1,18
78,13,35,2,17
78,13,35,3,42
78,13,35,4,21
78,13,35,5,43
78,13,35,6,44
78,13,35,7,45
78,13,35,8,46
78,13,35,9,47
78,13,35,10,48
78,13,35,11,22
78,13,35,12,67
78,13,35,13,68
78,13,35,14,27
78,13,35,15,38
78,13,35,16,35
79,18,29,0,18
79,18,29,1,17
79,18,29,2,42
79,18,29,3,21
79,18,29,4,43
79,18,29,5,44
79,18,29,6,45
79,18,29,7,46
79,18,29,8,47
79,18,29,9,48
79,18,29,10,22
79,18,29,11,67
79,18,29,12,68
79,18,29,13,27
79,18,29,14,28
79,18,29,15,29
80,18,31,0,18
80,18,31,1,17
80,18,31,2,42
80,18,31,3,21
80,18,31,4,43
80,18,31,5,44
80,18,31,6,45
80,18,31,7,46
80,18,31,8,47
80,18,31,9,48
80,18,31,10,22
80,18,31,11,67
80,18,31,12,68
80,18,31,13,27
80,18,31,14,38
80,18,31,15,35
80,18,31,16,34
80,18,31,17,32
80,18,31,18,31
81,18,35,0,18
81,18,35,1,17
81,18,35,2,42
81,18,35,3,21
81,18,35,4,43
81,18,35,5,44
81,18,35,6,45
81,18,35,7,46
81,18,35,8,47
81,18,35,9,48
81,18,35,10,22
81,18,35,11,67
81,18,35,12,68
81,18,35,13,27
81,18,35,14,38
81,18,35,15,35
82,12,29,0,12
82,12,29,1,13
82,12,29,2,18
82,12,29,3,17
82,12,29,4,42
82,12,29,5,21
82,12,29,6,43
82,12,29,7,44
82,12,29,8,45
82,12,29,9,46
82,12,29,10,47
82,12,29,11,48
82,12,29,12,22
82,12,29,13,67
82,12,29,14,68
82,12,29,15,27
82,12,29,16,28
82,12,29,17,29
83,12,31,0,12
83,12,31,1,13
83,12,31,2,18
83,12,31,3,17
83,12,31,4,42
83,12,31,5,21
83,12,31,6,43
83,12,31,7,44
83,12,31,8,45
83,12,31,9,46
83,12,31,10,47
83,12,31,11,48
83,12,31,12,22
83,12,31,13,67
83,12,31,14,68
83,12,31,15,27
83,12,31,16,38
83,12,31,17,35
83,12,31,18,34
83,12,31,19,32
83,12,31,20,31
84,12,35,0,12
84,12,35,1,13
84,12,35,2,18
84,12,35,3,17
84,12,35,4,42
84,12,35,5,21
84,12,35,6,43
84,12,35,7,44
84,12,35,8,45
84,12,35,9,46
84,12,35,10,47
84,12,35,11,48
84,12,35,12,22
84,12,35,13,67
84,12,35,14,68
84,12,35,15,27
84,12,35,16,38
84,12,35,17,35
85,25,29,0,25
85,25,29,1,55
85,25,29,2,56
85,25,29,3,57
85,25,29,4,58
85,25,29,5,59
85,25,29,6,60
85,25,29,7,61
85,25,29,8,62
85,25,29,9,63
85,25,29,10,64
85,25,29,11,65
85,25,29,12,26
85,25,29,13,66
85,25,29,14,22
85,25,29,15,67
85,25,29,16,68
85,25,29,17,27
85,25,29,18,28
85,25,29,19,29
86,25,31,0,25
86,25,31,1,55
86,25,31,2,56
86,25,31,3,57
86,25,31,4,58
86,25,31,5,59
86,25,31,6,60
86,25,31,7,61
86,25,31,8,62
86,25,31,9,63
86,25,31,10,64
86,25,31,11,65
86,25,31,12,26
86,25,31,13,66
86,25,31,14,22
86,25,31,15,67
86,25,31,16,68
86,25,31,17,27
86,25,31,18,38
86,25,31,19,35
86,25,31,20,34
86,25,31,21,32
86,25,31,22,31
87,25,35,0,25
87,25,35,1,55
87,25,35,2,56
87,25,35,3,57
87,25,35,4,58
87,25,35,5,59
87,25,35,6,60
87,25,35,7,61
87,25,35,8,62
87,25,35,9,63
87,25,35,10,64
87,25,35,11,65
87,25,35,12,26
87,25,35,13,66
87,25,35,14,22
87,25,35,15,67
87,25,35,16,68
87,25,35,17,27
87,25,35,18,38
87,25,35,19,35
88,29,31,0,29
88,29,31,1,32
88,29,31,2,31
89,29,35,0,29
89,29,35,1,28
89,29,35,2,35
90,31,29,0,31
90,31,29,1,32
90,31,29,2,29
91,31,35,0,31
91,31,35,1,32
91,31,35,2,34
91,31,35,3,35
92,35,29,0,35
92,35,29,1,28
92,35,29,2,29
93,35,31,0,35
93,35,31,1,34
93,35,31,2,32
93,35,31,3,31
94,33,29,0,33
94,33,29,1,32
94,33,29,2,29
95,33,31,0,33
95,33,31,1,32
95,33,31,2,31
96,33,35,0,33
96,33,35,1,34
96,33,35,2,35
97,7,29,0,7
97,7,29,1,6
97,7,29,2,49
97,7,29,3,19
97,7,29,4,20
97,7,29,5,21
97,7,29,6,43
97,7,29,7,44
97,7,29,8,45
97,7,29,9,46
97,7,29,10,47
97,7,29,11,48
97,7,29,12,22
97,7,29,13,67
97,7,29,14,68
97,7,29,15,27
97,7,29,16,28
97,7,29,17,29
98,7,31,0,7
98,7,31,1,6
98,7,31,2,49
98,7,31,3,19
98,7,31,4,20
98,7,31,5,21
98,7,31,6,43
98,7,31,7,44
98,7,31,8,45
98,7,31,9,46
98,7,31,10,47
98,7,31,11,48
98,7,31,12,22
98,7,31,13,67
98,7,31,14,68
98,7,31,15,27
98,7,31,16,38
98,7,31,17,35
98,7,31,18,34
98,7,31,19,32
98,7,31,20,31
99,7,35,0,7
99,7,35,1,6
99,7,35,2,49
99,7,35,3,19
99,7,35,4,20
99,7,35,5,21
99,7,35,6,43
99,7,35,7,44
99,7,35,8,45
99,7,35,9,46
99,7,35,10,47
99,7,35,11,48
99,7,35,12,22
99,7,35,13,67
99,7,35,14,68
99,7,35,15,27
99,7,35,16,38
99,7,35,17,35
100,5,29,0,5
100,5,29,1,6
100,5,29,2,49
100,5,29,3,19
100,5,29,4,20
100,5,29,5,21
100,5,29,6,43
100,5,29,7,44
100,5,29,8,45
100,5,29,9,46
100,5,29,10,47
100,5,29,11,48
100,5,29,12,22
100,5,29,13,67
100,5,29,14,68
100,5,29,15,27
100,5,29,16,28
100,5,29,17,29
101,5,31,0,5
101,5,31,1,6
101,5,31,2,49
101,5,31,3,19
101,5,31,4,20
101,5,31,5,21
101,5,31,6,43
101,5,31,7,44
101,5,31,8,45
101,5,31,9,46
101,5,31,10,47
101,5,31,11,48
101,5,31,12,22
101,5,31,13,67
101,5,31,14,68
101,5,31,15,27
101,5,31,16,38
101,5,31,17,35
101,5,31,18,34
101,5,31,19,32
101,5,31,20,31
102,5,35,0,5
102,5,35,1,6
102,5,35,2,49
102,5,35,3,19
102,5,35,4,20
102,5,35,5,21
102,5,35,6,43
102,5,35,7,44
102,5,35,8,45
102,5,35,9,46
102,5,35,10,47
102,5,35,11,48
102,5,35,12,22
102,5,35,13,67
102,5,35,14,68
102,5,35,15,27
102,5,35,16,38
102,5,35,17,35
103,6,29,0,6
103,6,29,1,49
103,6,29,2,19
103,6,29,3,20
103,6,29,4,21
103,6,29,5,43
103,6,29,6,44
103,6,29,7,45
103,6,29,8,46
103,6,29,9,47
103,6,29,10,48
103,6,29,11,22
103,6,29,12,67
103,6,29,13,68
103,6,29,14,27
103,6,29,15,28
103,6,29,16,29
104,6,31,0,6
104,6,31,1,49
104,6,31,2,19
104,6,31,3,20
104,6,31,4,21
104,6,31,5,43
104,6,31,6,44
104,6,31,7,45
104,6,31,8,46
104,6,31,9,47
104,6,31,10,48
104,6,31,11,22
104,6,31,12,67
104,6,31,13,68
104,6,31,14,27
104,6,31,15,38
104,6,31,16,35
104,6,31,17,34
104,6,31,18,32
104,6,31,19,31
105,6,35,0,6
105,6,35,1,49
105,6,35,2,19
105,6,35,3,20
105,6,35,4,21
105,6,35,5,43
105,6,35,6,44
105,6,35,7,45
105,6,35,8,46
105,6,35,9,47
105,6,35,10,48
105,6,35,11,22
105,6,35,12,67
105,6,35,13,68
105,6,35,14,27
105,6,35,15,38
105,6,35,16,35
106,37,29,0,37
106,37,29,1,36
106,37,29,2,34
106,37,29,3,35
106,37,29,4,28
106,37,29,5,29
107,37,31,0,37
107,37,31,1,36
107,37,31,2,34
107,37,31,3,32
107,37,31,4,31
108,37,35,0,37
108,37,35,1,36
108,37,35,2,34
108,37,35,3,35
109,39,29,0,39
109,39,29,1,70
109,39,29,2,33
109,39,29,3,32
109,39,29,4,29
110,39,31,0,39
110,39,31,1,70
110,39,31,2,33
110,39,31,3,32
110,39,31,4,31
111,39,35,0,39
111,39,35,1,70
111,39,35,2,33
111,39,35,3,34
111,39,35,4,35
112,14,29,0,14
112,14,29,1,15
112,14,29,2,16
112,14,29,3,41
112,14,29,4,17
112,14,29,5,42
112,14,29,6,21
112,14,29,7,43
112,14,29,8,44
112,14,29,9,45
112,14,29,10,46
112,14,29,11,47
112,14,29,12,48
112,14,29,13,22
112,14,29,14,67
112,14,29,15,68
112,14,29,16,27
112,14,29,17,28
112,14,29,18,29
113,14,31,0,14
113,14,31,1,15
113,14,31,2,16
113,14,31,3,41
113,14,31,4,17
113,14,31,5,42
113,14,31,6,21
113,14,31,7,43
113,14,31,8,44
113,14,31,9,45
113,14,31,10,46
113,14,31,11,47
113,14,31,12,48
113,14,31,13,22
113,14,31,14,67
113,14,31,15,68
113,14,31,16,27
113,14,31,17,38
113,14,31,18,35
113,14,31,19,34
113,14,31,20,32
113,14,31,21,31
114,14,35,0,14
114,14,35,1,15
114,14,35,2,16
114,14,35,3,41
114,14,35,4,17
114,14,35,5,42
114,14,35,6,21
114,14,35,7,43
114,14,35,8,44
114,14,35,9,45
114,14,35,10,46
114,14,35,11,47
114,14,35,12,48
114,14,35,13,22
114,14,35,14,67
